I1,I2,P1,P2,Energy,Backwards,Flag,Ref_L,Ref_R
99-l2pd2oh4,,00-lpdoh2,00-lpdoh2,-2947.303424,True,diffusion-l2pd2oh4-lpdoh2,0.0,0.0
00-lpdoh2,naphboh2,01-rxt,,-2034.797517,True,diffusion-lpdoh2-rxt,2.868346199914894,0.0
01-rxt,,03-c1,,-2034.771682,True,02-ts-rxt-c1,16.21170948847467,11.640302342259181
03-c1,,05-c2,,-2034.781364,True,04-ts-c1-c2,5.564754780190304,37.37321438824062
05-c2,h2o,09-c3,boh3,-2111.192569,True,07-ts-c2-c3,10.508902605239758,3.9175421846804652
09-c3,,11-c4,,-1858.879486,True,10-ts-c3-c4,29.442121056335644,13.33771570260331
11-c4,,naphh-c,00-lpdoh2,-1858.900741,True,diffusion-c4-pdt,0.0,23.295037404438542
01-rxt,,13-t1,,-2034.780673,True,12-ts-rxt-t1,10.569771032499675,9.43460623812838
13-t1,,15-t2,,-2034.778893,True,14-ts-t1-t2,10.551573255370306,17.77860086047793
15-t2,h2o,19-t3,boh3,-2111.146146,True,17-ts-t2-t3,18.494589268675522,17.826919096564946
19-t3,,21-t4,,-1858.873401,True,20-ts-t3-t4,18.03901732781504,23.32892292060538
21-t4,,naphh-t,00-lpdoh2,-1858.910578,True,diffusion-t4-pdt,0.0,17.12222586042297
