I1,I2,P1,P2,Energy,Backwards,Flag,Ref_L,Ref_R
e100-l2pd2oh4,,e00-lpdoh2,e00-lpdoh2,-3104.254843,True,diffusion-l2pd2oh4-lpdoh2,0.0,0.0
e00-lpdoh2,6omenaphbpin,e01-ecrxt,,-2461.86481,True,diffusion-lpdoh2-ecrxt,7.683540810341744,0.0
e00-lpdoh2,6omenaphbpin,e12-etrxt,,-2461.869589,True,diffusion-lpdoh2-etrxt,4.684672622085983,0.0
e01-ecrxt,,e03-ec1,,-2461.851812,True,e02-ts-ecrxt-ec1,8.156369263957957,12.78236974198959
e03-ec1,,e05-ec2,,-2461.858565,True,e04-ts-ec1-ec2,8.544797681686711,37.24771247608356
e05-ec2,h2o,e09-ec3,bpinoh,-2538.274095,True,e07-ts-ec2-ec3,7.66942184502254,-0.9312241873122485
e09-ec3,,e11-ec4,,-2051.744766,True,e10-ts-ec3-ec4,29.77846618091087,16.797175908331393
e11-ec4,,6omenaph-c,e00-lpdoh2,-2051.771534,True,diffusion-ec4-pdt,0.0,19.2912126554087
e00-lpdoh2,6omenaphbpin,e12-etrxt,,-2461.869589,True,e12-etrxt,4.684672622085983,0.0
e12-etrxt,,e14-et1,,-2461.857003,True,e13-ts-etrxt-et1,7.897835324940086,8.313874163534583
e14-et1,,e16-et2,,-2461.850075,True,e15-ts-et1-et2,12.661260396957061,12.055086161736389
e16-et2,h2o,e20-et3,bpinoh,-2538.216059,True,e18-ts-et2-et3,13.567384201923504,18.331436783142426
e20-et3,,e22-et4,,-2051.734005,True,e21-ts-et3-et4,19.37561269129616,25.11042256237867
e22-et4,,6omenaph-t,e00-lpdoh2,-2051.774021,True,diffusion-et4-pdt,0.0,17.73059637899189
