0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	1.000000000000000056e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000056e-01	2.430261694816145341e-04	1.595968599124828797e-08	1.071805956037280989e-15	1.191969943888983422e-06	2.199244667141788046e-10	1.395444654490135786e-27	1.436242627591381783e-07	1.616253821165693607e-03	1.392501120752394936e-04	1.996743686732034824e-14	5.906171965082115596e-08	1.820863288359545612e-02	9.982623825865484524e-02	1.737617413451128263e-04	2.324985301068973207e-17	3.451140932541593075e-05
2.000000000000000111e-01	2.343410849919787579e-04	1.529604564365408105e-08	1.027237805782224519e-15	1.684314675644006869e-06	1.453842311422011225e-10	9.224787781335183799e-28	1.372675293777568892e-07	1.529211554643321877e-03	2.345005052069248051e-04	3.363110041229843151e-14	5.491574410694923666e-08	1.809826196297212655e-02	9.962931039586714332e-02	3.706896041328379952e-04	2.730299075064852816e-17	1.361889535080237359e-04
3.000000000000000444e-01	2.346922266209466401e-04	1.520190627082880831e-08	1.020915680106269247e-15	2.169760041251472817e-06	1.240613645550447776e-10	7.871828825021401666e-28	1.356357732863975971e-07	1.479159313090188830e-03	2.837175775824726342e-04	4.069755771062031506e-14	5.508044124735243317e-08	1.795997297262047140e-02	9.944145288343245181e-02	5.585471165674989842e-04	3.042274256037993981e-17	2.748294148829339778e-04
4.000000000000000222e-01	2.358540503937902103e-04	1.514405961635878598e-08	1.017030867531553177e-15	2.652857083690042491e-06	1.142309986497872683e-10	7.248081502555094133e-28	1.347102939953245379e-07	1.452390128427482208e-03	3.088417411989184506e-04	4.431122342361409366e-14	5.562713308747455339e-08	1.780350080880839167e-02	9.925869364867419276e-02	7.413063513258009779e-04	3.320182682734781527e-17	4.324644958515395411e-04
5.000000000000000000e-01	2.374357046796421998e-04	1.510374469977345885e-08	1.014323435333491594e-15	3.134418059304207627e-06	1.082755376963753390e-10	6.870201102274842121e-28	1.341432071061393911e-07	1.437757267381143062e-03	3.214105031776652252e-04	4.612565920795185709e-14	5.637571387827823827e-08	1.763782782106319488e-02	9.907886875345645050e-02	9.211312465435291365e-04	3.580095338593612996e-17	5.997206350441649158e-04
6.000000000000000888e-01	2.392518146150676521e-04	1.507243037345382112e-08	1.012220456523158101e-15	3.614852369912762933e-06	1.044630529711215143e-10	6.628294867997657006e-28	1.337616338222777169e-07	1.429433507004156459e-03	3.274364045739996411e-04	4.700258357769739113e-14	5.724143079754795991e-08	1.746765323555492244e-02	9.890085042899415813e-02	1.099149571005786277e-03	3.829085395735500017e-17	7.717130619216923176e-04
7.000000000000000666e-01	2.412054188379984419e-04	1.504567880562945844e-08	1.010423899263918866e-15	4.094369227730739132e-06	1.019067400284864641e-10	6.466094096033475555e-28	1.334755538246123193e-07	1.424382915229915588e-03	3.300523134084222651e-04	4.739099706931898514e-14	5.818005407822333339e-08	1.729542563077673956e-02	9.872405143646797998e-02	1.275948563531965289e-03	4.070608410876117853e-17	9.458961481693705427e-04
8.000000000000000444e-01	2.432457732341066598e-04	1.502117624266046620e-08	1.008778378610489447e-15	4.573074061359227653e-06	9.966363533742109164e-11	6.323766727539288530e-28	1.332380561775398094e-07	1.421023834323814671e-03	3.308906224237330223e-04	4.752485199532881969e-14	5.916850619632739424e-08	1.712242105697383762e-02	9.854816622459240671e-02	1.451833775407549831e-03	4.306593928132568298e-17	1.120943053272612780e-03
9.000000000000000222e-01	2.453464258119561351e-04	1.499771482346690034e-08	1.007202778136048066e-15	5.051016930635284672e-06	9.799186996941240804e-11	6.217691459209658695e-28	1.330246824753813064e-07	1.418532171601752465e-03	3.308018754806318711e-04	4.752604730836495693e-14	6.019486865845018201e-08	1.694930483028428761e-02	9.837303604121494516e-02	1.626963958785009219e-03	4.538282800892486755e-17	1.296161985264935061e-03
1.000000000000000000e+00	2.474937203692808250e-04	1.497466268359689606e-08	1.005654663667143800e-15	5.528219960934373321e-06	9.678098695875444363e-11	6.140859676681310053e-28	1.328226695624595906e-07	1.416478458765290391e-03	3.302292004595477502e-04	4.745809255373151241e-14	6.125314162243174005e-08	1.677642417505622111e-02	9.819857865111564221e-02	1.801421348884290697e-03	4.766549417216443305e-17	1.471192051596249047e-03
1.100000000000000089e+00	2.496807478129585921e-04	1.495168785332623327e-08	1.004111741085447108e-15	6.004690671610201704e-06	9.570221357370875051e-11	6.072410393771693302e-28	1.326253434804245260e-07	1.414638691322390356e-03	3.294035164594692430e-04	4.735408475547695365e-14	6.234047583028069052e-08	1.660396073581237031e-02	9.802475169483865214e-02	1.975248305161287927e-03	4.992047946432173974e-17	1.645844692952199784e-03
1.200000000000000178e+00	2.519041679521311040e-04	1.492861471760569112e-08	1.002562216596518453e-15	6.480428400672879089e-06	9.478944617236279712e-11	6.014494371172768650e-28	1.324292051328160929e-07	1.412895995050171116e-03	3.284450445198264820e-04	4.723125663245491665e-14	6.345570983133694941e-08	1.643200985421413088e-02	9.785153363548575178e-02	2.148466364514176573e-03	5.215221408823267612e-17	1.820021225157618687e-03
1.300000000000000044e+00	2.541625275000054243e-04	1.490534894347339411e-08	1.000999755073805373e-15	6.955428401794514723e-06	9.400494938294405849e-11	5.964717258683499846e-28	1.322324062758749578e-07	1.411189207685228800e-03	3.274164074239280069e-04	4.709858659170338402e-14	6.459859038481096226e-08	1.626062201997686280e-02	9.767891379382004358e-02	2.321086206179902127e-03	5.436412418703977660e-17	1.993669704703870775e-03
1.400000000000000133e+00	2.564553769376663522e-04	1.488183851558198037e-08	9.994208633183091023e-16	7.429683661136076809e-06	9.332133605444395798e-11	5.921341311918243068e-28	1.320339586776877771e-07	1.409486199674331698e-03	3.263501918396521733e-04	4.696074873587421047e-14	6.576936035991919561e-08	1.608982437732408774e-02	9.750688717645765446e-02	2.493112823542263917e-03	5.655887737232704690e-17	2.166762538334256975e-03
1.500000000000000000e+00	2.587828041460533382e-04	1.485805339813316941e-08	9.978235242134292243e-16	7.903185842713151855e-06	9.276493391760021235e-11	5.886037053975436957e-28	1.318333214865276646e-07	1.407769956768910530e-03	3.252633319752396219e-04	4.682017419392800797e-14	6.696853972153291045e-08	1.591963194365990375e-02	9.733545177764733880e-02	2.664548222352603433e-03	5.873865394678665520e-17	2.339284797565549263e-03
1.600000000000000089e+00	2.611451883519805045e-04	1.483397492277691708e-08	9.962064840472344196e-16	8.375926019601853516e-06	9.218181601249780726e-11	5.849037652418160473e-28	1.316301860559617011e-07	1.406031324851320184e-03	3.241646107676399635e-04	4.667812610535289710e-14	6.819680949234100464e-08	1.575005346019547892e-02	9.716460717522831803e-02	2.835392824771630713e-03	6.090513527625093021e-17	2.511228121775432517e-03
1.700000000000000178e+00	2.635430713334269387e-04	1.480959033530973311e-08	9.945688862846222282e-16	8.847894540615902767e-06	9.169926633244071538e-11	5.818419414637768734e-28	1.314243649025462389e-07	1.404265257468430284e-03	3.230585410547984941e-04	4.653525581341700183e-14	6.945495034515315384e-08	1.558109440847154324e-02	9.699435379443678562e-02	3.005646205563186537e-03	6.305959822972285700e-17	2.682587572762519437e-03
1.800000000000000044e+00	2.659770881772443468e-04	1.478488975766798923e-08	9.929100675436525881e-16	9.319081534623884226e-06	9.126218271358600205e-11	5.790686048641668713e-28	1.312157314706079110e-07	1.402468809279790781e-03	3.219474414547687357e-04	4.639190035887738494e-14	7.074381138645174522e-08	1.541275864177143670e-02	9.682469253320799552e-02	3.175307466791936310e-03	6.520330170807559185e-17	2.853359934028523986e-03
1.900000000000000133e+00	2.684479326828350439e-04	1.475986488523177321e-08	9.912294701102802233e-16	9.789476800902949564e-06	9.086337118687108411e-11	5.765381089327610342e-28	1.310041917258426009e-07	1.400640142484269697e-03	3.208324644796042542e-04	4.624822979920976505e-14	7.206429258136931173e-08	1.524504917977394930e-02	9.665562456311667383e-02	3.344375436883283148e-03	6.733722484102837552e-17	3.023542881493986468e-03
2.000000000000000000e+00	2.709563365046205406e-04	1.473450798943819357e-08	9.895265749567632769e-16	1.025906991116780016e-05	9.049723313744722230e-11	5.742149298547293446e-28	1.307896666543988098e-07	1.398777985773343082e-03	3.197141584192514808e-04	4.610432773526527016e-14	7.341733632091407849e-08	1.507796864224515351e-02	9.648715122210527184e-02	3.512848777894705520e-03	6.946219414599228437e-17	3.193134528932040344e-03
2.100000000000000089e+00	2.735030637205683999e-04	1.470881175432168115e-08	9.878008907641962177e-16	1.072785018153183996e-05	9.015912573878239987e-11	5.720696083956719009e-28	1.305720856127908860e-07	1.396881350011631865e-03	3.185927571310941770e-04	4.596023284301080721e-14	7.480392586422225530e-08	1.491151948629041921e-02	9.631927396738192149e-02	3.680726032618062814e-03	7.157891930383729542e-17	3.362133185281805745e-03
2.200000000000000178e+00	2.760889017220699137e-04	1.468276882401123399e-08	9.860519235337410479e-16	1.119580668685725190e-05	8.984528091404882740e-11	5.700782357028531839e-28	1.303513804418385928e-07	1.394949388917883937e-03	3.174683284685281509e-04	4.581596014138928411e-14	7.622508165376624566e-08	1.474570411816404115e-02	9.615199434791901756e-02	3.848005652080968911e-03	7.368801212001459706e-17	3.530537233721265256e-03
2.300000000000000266e+00	2.787146610431012815e-04	1.465637181894301844e-08	9.842791776754158854e-16	1.166292827330510564e-05	8.955257835493346101e-11	5.682210130849652866e-28	1.301274840700858816e-07	1.392981320985261541e-03	3.163408525186445696e-04	4.567151220755068163e-14	7.768186228004277333e-08	1.458052495608725893e-02	9.598531398920269464e-02	4.014686010797303105e-03	7.579000348632424748e-17	3.698345068680328369e-03
2.400000000000000355e+00	2.813811739718771418e-04	1.462961324005058650e-08	9.824821495737941804e-16	1.212920354971490673e-05	8.927841402642635558e-11	5.664814176607700395e-28	1.299003290754952996e-07	1.390976390041030655e-03	3.152102624400034982e-04	4.552688503259499603e-14	7.917536506544533210e-08	1.441598446434618104e-02	9.581923458788023373e-02	4.180765412119774420e-03	7.788535744506019363e-17	3.865555060355749598e-03
2.500000000000000000e+00	2.840892942751074932e-04	1.460248543616416586e-08	9.806603253986334885e-16	1.259462088343079601e-05	8.902059789031576294e-11	5.648455534036008350e-28	1.296698470517956908e-07	1.388933844369479899e-03	3.140764656182866497e-04	4.538207105632180120e-14	8.070672712129980154e-08	1.425208517164601799e-02	9.565375790923240362e-02	4.346242090767601061e-03	7.997448205232545689e-17	4.032165536083249721e-03
