I1,I2,P1,P2,Energy,Backwards,Flag,Ref_L,Ref_R
100-l2pd2oh4,,00-lpdoh2,00-lpdoh2,-2186.114884,True,diffusion-l2pd2oh4-lpdoh2,0.0,0.0
00-lpdoh2,6cnnaphboh2,01-rxt,,-1746.362334,True,diffusion-lpdoh2-rxt,1.4357418738897296,0.0
01-rxt,,03-c1,,-1746.342081,True,02-ts-rxt-c1,12.708951123271413,0.3024596079803514
03-c1,,05-c2,,-1746.337804,True,04-ts-c1-c2,2.9863179970828586,42.70265308315426
05-c2,h2o,09-c3,boh3,-1822.758958,True,07-ts-c2-c3,9.595248685569572,2.988828035460118
09-c3,,11-c4,,-1570.433024,True,10-ts-c3-c4,36.577532265881075,13.801445267797517
11-c4,,6cnnaph-c,00-lpdoh2,-1570.455018,True,diffusion-c4-pdt,0.0,29.640414077438223
01-rxt,,13-t1,,-1746.346672,True,12-ts-rxt-t1,9.828054732326295,8.333954469411228
13-t1,,15-t2,,-1746.343648,True,14-ts-t1-t2,10.231543379462533,16.116955544905235
15-t2,h2o,19-t3,boh3,-1822.71436,True,17-ts-t2-t3,14.662388384398831,15.854656548678173
19-t3,,21-t4,,-1570.439301,True,20-ts-t3-t4,17.51881190248545,19.57390571225606
21-t4,,6cnnaph-t,00-lpdoh2,-1570.470494,True,diffusion-t4-pdt,0.0,19.92907612344796
