0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	7.000000000000000666e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+01	1.772547343164452985e-03	8.570589331564869161e-11	9.812038826491200849e-14	2.207648356268335460e-04	2.513883111725737953e-07	1.090431171244437486e-25	7.284370041605440022e-09	3.148239773234621591e-08	9.389977548912639319e-08	1.983236224724139138e-08	1.520634119780289683e-15	3.141924094160458415e-06	1.919528921302786698e-02	6.941618680100000716e-02	5.838131989998469580e-04	3.833377915444008982e-14	5.835419782865724396e-04
2.000000000000000000e+01	1.584219213305424531e-03	7.385784442348829793e-11	8.455615000186852157e-14	4.103792895252446490e-04	2.504869268610376125e-07	1.086521293617611930e-25	6.277373108099573434e-09	2.713080767190536947e-08	8.103564807113838513e-08	1.699187155465376326e-08	1.302924576570702174e-15	2.509750285858942719e-06	1.850815736384124263e-02	6.891865117116427464e-02	1.081348828835601268e-03	7.680418787129147588e-14	1.081081349959077138e-03
3.000000000000000000e+01	1.421187194202888984e-03	6.413750407734767310e-11	7.342781877594263030e-14	5.744094303220279116e-04	2.496137111177727165e-07	1.082733600992241598e-25	5.451215735817970624e-09	2.356057552430459830e-08	7.045802830071354793e-08	1.468154399924552586e-08	1.125837356003670936e-15	2.019773042597328439e-06	1.791606328241112864e-02	6.849057224686661005e-02	1.509427753133200153e-03	1.151364412480055805e-13	1.509163457761820201e-03
4.000000000000000000e+01	1.279054532503894883e-03	5.606668675634734642e-11	6.418794391418515479e-14	7.173248205626802819e-04	2.488323858498148231e-07	1.079344495855485668e-25	4.765255676450010401e-09	2.059612237674570031e-08	6.165825012770811259e-08	1.277781611324636241e-08	9.799064526212122542e-16	1.635980496811241003e-06	1.740193930244787746e-02	6.811935119874726330e-02	1.880648801252588105e-03	1.533417888956907584e-13	1.880387190896302746e-03
5.000000000000000000e+01	1.154381500019896695e-03	4.929497044868181356e-11	5.643534479149846104e-14	8.426173647982372313e-04	2.481405875704365178e-07	1.076343726262786060e-25	4.189709639126352568e-09	1.810877490833434059e-08	5.426224886962583662e-08	1.119124534642599614e-08	8.582795481861535800e-16	1.332596649135314971e-06	1.695255142382941921e-02	6.779524539867734512e-02	2.204754601322531874e-03	1.914343391003527812e-13	2.204495269297321314e-03
6.000000000000000000e+01	1.044437335950348543e-03	4.356068655118354024e-11	4.987045011883500471e-14	9.530558437610005913e-04	2.475278478805548243e-07	1.073685884103605545e-25	3.702337719170335399e-09	1.600244548313236260e-08	4.798983814424165374e-08	9.855774286072407545e-09	7.558956899228019764e-16	1.090849335307036024e-06	1.655747648805953529e-02	6.751060006981551842e-02	2.489399930184352065e-03	2.294270221659728572e-13	2.489142546332001518e-03
7.000000000000000000e+01	9.470254477446884327e-04	3.866515047251165347e-11	4.426579585036983843e-14	1.050864975602746904e-03	2.469838966932250021e-07	1.071326421473056174e-25	3.286253189138938735e-09	1.420417208469830475e-08	4.262768769896945636e-08	8.721741490291573652e-09	6.689499358369744838e-16	8.968572195310703570e-07	1.620838975627575049e-02	6.725931488845299233e-02	2.740685111546862542e-03	2.673311692145146235e-13	2.740429405640675952e-03
8.000000000000000000e+01	8.603585257064807123e-04	3.445525472661712167e-11	3.944609688730506097e-14	1.137853158583028088e-03	2.464995372906450142e-07	1.069225446351385162e-25	2.928443039949925142e-09	1.265772781840118446e-08	3.801099929598643047e-08	7.751220521985511278e-09	5.945363285742907624e-16	7.402167896561667176e-07	1.589856097321216272e-02	6.703646776316780909e-02	2.963532236832045787e-03	3.051566039703213259e-13	2.963277985768479703e-03
9.000000000000000000e+01	7.829671127140686287e-04	3.081143517233079183e-11	3.527447022778137822e-14	1.215505851110774927e-03	2.460669006958005187e-07	1.067348825975833083e-25	2.618745199859238674e-09	1.131920280910715972e-08	3.401079374710736814e-08	6.914835982312330007e-09	5.304040009550677547e-16	6.130375102147980355e-07	1.562248887459641127e-02	6.683804270512451462e-02	3.161957294875313365e-03	3.429118421031912449e-13	3.161704312795189480e-03
