0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	7.000000000000000666e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000056e-01	1.958338263659278877e-03	2.730317061396061538e-09	5.020807521628125766e-16	2.763424590746726088e-05	5.477723366679113257e-06	5.938577535687160260e-22	8.526703101581246243e-07	2.374584622270627354e-08	5.140334512140100449e-11	3.916776700156370198e-10	1.978088878733318163e-19	3.835088754948179268e-06	1.996600798923930248e-02	6.999452143302598017e-02	5.478566974240875203e-06	1.344136300660103912e-12	4.505857552465936077e-10
2.000000000000000111e-01	1.926091732647892225e-03	2.680988073001895672e-09	4.930095948518123529e-16	5.770932741566242542e-05	7.915517625104071282e-06	8.581469353815959535e-22	8.372650063461440591e-07	2.331682697448072443e-08	5.047463437098183959e-11	4.503074126894581417e-10	2.274196807411149317e-19	3.709829362610004789e-06	1.993351016849165963e-02	6.999208280918618741e-02	7.917190813993731227e-06	3.937636443057165089e-12	1.218943840296313750e-09
3.000000000000000444e-01	1.894422982608001032e-03	2.632685913650193478e-09	4.841272621668115210e-16	8.778864464035923449e-05	9.762483326193203127e-06	1.058382477658467683e-21	8.221803783452242810e-07	2.289673816327369936e-08	4.956525558252716450e-11	4.531993706582327797e-10	2.288813513268689788e-19	3.588838437072127226e-06	1.990159862405052604e-02	6.999023502804294083e-02	9.764971957212524294e-06	7.337062686048052634e-12	2.028094585739297043e-09
4.000000000000000222e-01	1.863320100505918165e-03	2.585384717748722864e-09	4.754289976579484910e-16	1.176040126923850332e-04	1.129898857137686093e-05	1.224959995370470253e-21	8.074083484039343337e-07	2.248535483338890367e-08	4.867472179828251158e-11	4.468848949829194965e-10	2.256934687045672567e-19	3.471961796981517505e-06	1.987026118089785243e-02	6.998869772134182210e-02	1.130227865832763537e-05	1.137970500859376167e-11	2.831822350549114102e-09
5.000000000000000000e-01	1.832771505097881021e-03	2.539059466517853380e-09	4.669102005966312716e-16	1.470577436820921975e-04	1.263459887483008049e-05	1.369757841157145564e-21	7.929411032280274991e-07	2.208245939394554382e-08	4.780256199695786051e-11	4.391666120439495822e-10	2.217965688583162413e-19	3.359051389928651674e-06	1.983948596927742614e-02	6.998736132335835192e-02	1.263867664178852338e-05	1.597021221302056331e-11	3.622630133953802860e-09
6.000000000000000888e-01	1.802765905943052140e-03	2.493685913914997943e-09	4.585664123536742200e-16	1.761048359433400553e-04	1.382589745937163003e-05	1.498910385656482465e-21	7.787710708468532125e-07	2.168784097463568209e-08	4.694831970348317946e-11	4.313508207312185596e-10	2.178503698494829691e-19	3.249964911678861431e-06	1.980926141521429859e-02	6.998616925063780303e-02	1.383074936234308869e-05	2.104347590572749789e-11	4.399508674588226835e-09
7.000000000000000666e-01	1.773292289268023694e-03	2.449240550849152889e-09	4.503933098186680971e-16	2.047227571472524292e-04	1.490671137943471999e-05	1.616084929506966212e-21	7.648909094376629072e-07	2.130129511449462605e-08	4.611155231641992680e-11	4.236530244613526127e-10	2.139637089444451015e-19	3.144565543080184776e-06	1.977957623127144307e-02	6.998508767588490498e-02	1.491232411524634413e-05	2.655117415994334974e-11	5.162531612771207143e-09
8.000000000000000444e-01	1.744339909075812156e-03	2.405700577596649244e-09	4.423867003274787711e-16	2.329003500112227464e-04	1.589921432772861790e-05	1.723685394618773790e-21	7.512934987111193470e-07	2.092262352199768609e-08	4.529183058905376025e-11	4.161058663278623962e-10	2.101530739877353821e-19	3.042721718415132445e-06	1.975041940810920438e-02	6.998409442516305423e-02	1.590557483707771263e-05	3.245549510515198861e-11	5.911947987436154912e-09
9.000000000000000222e-01	1.715898279028400635e-03	2.363043877821556636e-09	4.345425168848332470e-16	2.606328672772446030e-04	1.681890013204145133e-05	1.823391517088488688e-21	7.379719317979518350e-07	2.055163384911322359e-08	4.448873814046904067e-11	4.087115355368480150e-10	2.064195727085760761e-19	2.944306904000744937e-06	1.972178020608053930e-02	6.998317400440069724e-02	1.682599559947452834e-05	3.872573400155789564e-11	6.648030163305018062e-09
1.000000000000000000e+00	1.687957164644919138e-03	2.321248993900890164e-09	4.268568136268464669e-16	2.879194465472896839e-04	1.767711596889816751e-05	1.916433481105404676e-21	7.249195075430794827e-07	2.018813947670325378e-08	4.370187099109462768e-11	4.014672215445814157e-10	2.027617877417753411e-19	2.849199389702047142e-06	1.969364814703943728e-02	6.998231506617912101e-02	1.768493382104234534e-05	4.533626958922325875e-11	7.371048652804000913e-09
1.100000000000000089e+00	1.660506576116785532e-03	2.280295103660989477e-09	4.193257615430489343e-16	3.147617024127263895e-04	1.848247799389149431e-05	2.003745392025617800e-21	7.121297232404526021e-07	1.983195931219748663e-08	4.293083712477759668e-11	3.943693868475521050e-10	1.991779345043612369e-19	2.757282089353907291e-06	1.966601300676218064e-02	6.998150899410354731e-02	1.849100589663674502e-05	5.226527110164591951e-11	8.081268087055888137e-09
1.200000000000000178e+00	1.633536761017343646e-03	2.240161997587798297e-09	4.119456442855634014e-16	3.411628864190695450e-04	1.924171890552466344e-05	2.086057163516230803e-21	6.995962675158851541e-07	1.948291759138873221e-08	4.217525605975632058e-11	3.874144744782783577e-10	1.956662185034665684e-19	2.668442349619270799e-06	1.963886480727607131e-02	6.998074905523962719e-02	1.925094476055736075e-05	5.949382722560741024e-11	8.778946730743457814e-09
1.300000000000000044e+00	1.607038197544717216e-03	2.200830057394079974e-09	4.047128542278077768e-16	3.671273584628605472e-04	1.996022371371855908e-05	2.163952601956260524e-21	6.873130136336602152e-07	1.914084369202987718e-08	4.143475844516931506e-11	3.805990195742976879e-10	1.922248916851038300e-19	2.582571768445784260e-06	1.961219380973974399e-02	6.998002986434553874e-02	1.997013565464901314e-05	6.700533480895163706e-11	9.464336575827414454e-09
1.400000000000000133e+00	1.581001587774372424e-03	2.162280235106272872e-09	3.976238886187562057e-16	3.926602399879076640e-04	2.064238364970362287e-05	2.237907774955428670e-21	6.752740129654082164e-07	1.880557195194998712e-08	4.070898566733927125e-11	3.739196624811141050e-10	1.888522590548029138e-19	2.499566020579776420e-06	1.958599050734699185e-02	6.997934702996223832e-02	2.065297003794583418e-05	7.478505380609986457e-11	1.013768352568262912e-08
1.500000000000000000e+00	1.555417851395140497e-03	2.124494033428225579e-09	3.906753459720051898e-16	4.177671784735888672e-04	2.129183831769590447e-05	2.308317263802422127e-21	6.634734888577634234e-07	1.847694149827587783e-08	3.999758948009414285e-11	3.673731463518924429e-10	1.855466774685157332e-19	2.419324692441657445e-06	1.956024561873270437e-02	6.997869691226199507e-02	2.130308773819796896e-05	8.281977644679411604e-11	1.079922757902383063e-08
1.600000000000000089e+00	1.530278119592123464e-03	2.087453486740840867e-09	3.838639225717803504e-16	4.424541830174690753e-04	2.191164665226504065e-05	2.375512697507390655e-21	6.519058306986009381e-07	1.815479608218394471e-08	3.930023164705583700e-11	3.609563127070359926e-10	1.823065533930799317e-19	2.341751123286853649e-06	1.953495008153815354e-02	6.997807645209105920e-02	2.192354790916199364e-05	9.109757364197238102e-11	1.144920301036930853e-08
1.700000000000000178e+00	1.505573728872110521e-03	2.051141142512946704e-09	3.771864090545625578e-16	4.667275067293959168e-04	2.250441069102109449e-05	2.439776171400176504e-21	6.405655881117065540e-07	1.783898391722865507e-08	3.861658359167028183e-11	3.546660971574735177e-10	1.791303407492038266e-19	2.266752253103768271e-06	1.951009504593221450e-02	6.997748304719693391e-02	2.251695280325536407e-05	9.960759789819076716e-11	1.208783853898851818e-08
1.800000000000000044e+00	1.481296215476346403e-03	2.015540043985454236e-09	3.706396872248600095e-16	4.905935613435303579e-04	2.307236719107862461e-05	2.501350179568183892e-21	6.294474655490891917e-07	1.752935752874492744e-08	3.794632607120788912e-11	3.484995254240899059e-10	1.760165389039009164e-19	2.194238478004945532e-06	1.948567186873496893e-02	6.997691446061216070e-02	2.308553938802748498e-05	1.083399258573665135e-10	1.271535749736473145e-08
1.900000000000000133e+00	1.457437309685715669e-03	1.980633713155670667e-09	3.642207269261759186e-16	5.140588539007433710e-04	2.361745670855110220e-05	2.560445103988301492e-21	6.185463169770271667e-07	1.722577360586091427e-08	3.728914885641427456e-11	3.424537097647869278e-10	1.729636908686398751e-19	2.124123511686979265e-06	1.946167210744570789e-02	6.997636875157449421e-02	2.363124842568034768e-05	1.172854325642466654e-10	1.333197798670840148e-08
