0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	1.000000000000000056e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+03	6.661291520436767089e-09	1.503116743949931270e-11	7.251881266301422794e-21	1.681158586457231356e-07	1.785217535479742798e-08	4.104939538140861377e-30	1.207011668730350904e-12	6.427690952506781605e-07	2.899254072372165783e-14	7.165114403735982459e-23	6.034740435131247161e-06	7.275773751508784414e-11	1.839756013418636218e-09	1.993113553403665691e-03	1.278052493575464451e-16	1.406794683260105925e-08	2.545631029778507358e-18	4.437280471860976599e-17	1.786712388498287035e-02	9.787395734447204565e-02	1.329006285209241133e-04	3.803127838593588533e-16	2.132045446711718778e-03
2.000000000000000000e+03	6.705513860665521571e-09	1.501797460566355450e-11	7.245516300717469653e-21	1.876684408716257991e-07	9.932004340044783483e-09	2.283770828941571284e-30	1.205952762369685838e-12	6.422052062879305385e-07	2.892763001727949351e-14	7.663430669921192255e-23	6.042915546469503215e-06	7.741479246153779928e-11	1.957515630394296578e-09	1.993093649863359774e-03	2.541149328005803618e-16	1.404863453214584819e-08	2.783559603482993965e-18	4.496391612924782726e-17	1.773371306982600079e-02	9.774057325831460308e-02	2.663035677123688294e-04	4.911423294928178593e-16	2.265445067317155801e-03
3.000000000000000000e+03	6.750361171358206458e-09	1.500478064000914311e-11	7.239150789061411274e-21	2.021042047276892276e-07	7.118436782813461506e-09	1.636817475673867847e-30	1.204893761353455252e-12	6.416412668429699488e-07	2.886281974034521494e-14	8.168050191890470183e-23	6.051100936966879190e-06	8.208031220009510811e-11	2.075489290487436624e-09	1.993072089532057795e-03	3.820087254828584586e-16	1.402932726038524467e-08	3.023854564958541327e-18	4.556737593606923242e-17	1.760041941152340125e-02	9.760730263383181338e-02	3.995944572802015210e-04	5.619932560103172282e-16	2.398727541405601578e-03
4.000000000000000000e+03	6.795863097864144692e-09	1.499162124761143379e-11	7.232801957485336395e-21	2.151585445797524036e-07	5.676090176161768599e-09	1.305163461769242754e-30	1.203837534535388360e-12	6.410788046987809757e-07	2.879817861284675204e-14	8.679129286818420707e-23	6.059310936761272999e-06	8.675451367138804454e-11	2.193682479280347182e-09	1.993053600910437567e-03	5.115183677653414269e-16	1.401005843996412930e-08	3.266570357394637994e-18	4.618375526517508289e-17	1.746724277502532258e-02	9.747414642720755862e-02	5.327696969194274353e-04	6.157581581539803903e-16	2.531893003463969900e-03
5.000000000000000000e+03	6.842026517470343553e-09	1.497848023021075029e-11	7.226461991040001590e-21	2.276377703668722862e-07	4.798678729449380759e-09	1.103410965659062965e-30	1.202782790178960975e-12	6.405171321475536091e-07	2.873367671457966269e-14	9.196801882332045986e-23	6.067538879482345490e-06	9.143734525799417760e-11	2.312093891578138790e-09	1.993036011066066579e-03	6.426784662593816295e-16	1.399081301236303577e-08	3.511758664622462239e-18	4.681332694641686132e-17	1.733418288217415670e-02	9.734110661764815153e-02	6.658287585325284915e-04	6.599770748367277444e-16	2.664941729160151193e-03
6.000000000000000000e+03	6.888859403517748867e-09	1.496534357657019456e-11	7.220124129917072628e-21	2.398197737545720581e-07	4.208316578090693301e-09	9.676627507344935119e-31	1.201728396051787222e-12	6.399556461000073301e-07	2.866928638563798726e-14	9.721204253234345655e-23	6.075779122140618261e-06	9.612874274788328497e-11	2.430721903712931126e-09	1.993017455813785727e-03	7.755244566287815368e-16	1.397157789190084508e-08	3.759472722971636018e-18	4.745638387798829024e-17	1.720123966597117415e-02	9.720818322533687772e-02	7.987714312088981103e-04	6.980794101230264112e-16	2.797873787249769047e-03
7.000000000000000000e+03	6.936379328353356061e-09	1.495221743377375976e-11	7.213791339816341044e-21	2.518258052366865507e-07	3.783759647710337246e-09	8.700398843289339835e-31	1.200674845393705965e-12	6.393946092133255655e-07	2.860501920210454646e-14	1.025248897524023257e-22	6.084034174271542020e-06	1.008287626701112008e-10	2.549567945087551859e-09	1.992998750838432826e-03	9.100937718332163793e-16	1.395235881958538865e-08	4.009772292434629321e-18	4.811335804701777758e-17	1.706841305283175736e-02	9.707537629848575489e-02	9.315976673073712985e-04	7.319262752482297995e-16	2.930689254645574369e-03
8.000000000000000000e+03	6.984599136861829731e-09	1.493909667128846172e-11	7.207461145480130625e-21	2.637172617200123617e-07	3.463617873846021651e-09	7.964262994728449239e-31	1.199621733636283267e-12	6.388338061911941289e-07	2.854086581578770623e-14	1.079080597822406502e-22	6.092301925656673503e-06	1.055373905122207349e-10	2.668631648741490426e-09	1.992979205327025105e-03	1.046424487252475300e-15	1.393315103787513109e-08	4.262716274743196812e-18	4.878462509156749193e-17	1.693570296106847520e-02	9.694268637712048775e-02	1.064307487161257311e-03	7.626430302961137814e-16	3.063388209303984522e-03
9.000000000000000000e+03	7.033536529816580290e-09	1.492598581282645311e-11	7.201135729401945272e-21	2.755285821799241157e-07	3.213457174688138552e-09	7.389042034563402373e-31	1.198569409792765562e-12	6.382734226087053345e-07	2.847683323572237760e-14	1.133631559856615941e-22	6.100584411598488888e-06	1.102546742253562887e-10	2.787914227176084556e-09	1.992959442843189512e-03	1.184556243454960845e-15	1.391395868537870896e-08	4.518367581912132687e-18	4.947063611501940535e-17	1.680310933950398058e-02	9.681011172033683609e-02	1.196900907498000231e-03	7.909558447870706612e-16	3.195970703407779306e-03
