0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	1.000000000000000056e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000021e-02	9.338175094228011236e-04	5.339966480592856433e-07	7.040302440080673450e-13	2.146813919571136558e-11	6.866752832056220153e-14	7.199389527383019788e-34	4.131753146100138518e-07	4.482490915942588267e-04	5.816598817234339526e-04	1.285719969518979975e-12	3.358216512030530519e-05	6.930846105044026636e-16	2.615204595200887548e-13	2.364871769477085865e-18	6.602493994471759921e-14	7.158857024186386663e-19	2.755021054825141118e-12	8.028576379442664810e-20	1.232774641123775749e-10	8.720151446225038456e-07	1.867699631017577522e-02	9.915977501374666214e-02	8.738074010112124000e-04	2.516116396897794214e-25	2.585651031755910518e-04	1.260324851673435588e-10
2.000000000000000042e-02	8.343343557089705773e-04	4.604114990297520483e-07	6.070143346078851016e-13	6.689919265618883017e-11	1.158572949738336596e-13	1.214696008829760583e-33	3.553223011707141605e-07	3.734086697141857873e-04	7.328463868195673678e-04	1.619907798156457816e-12	5.720175114538530873e-05	2.084214351402538291e-15	7.870886865055777263e-13	1.068026561172941835e-17	1.987128852393784889e-13	2.154575441699651666e-18	3.168932107048701802e-11	2.416331737360025001e-19	7.732560493738691071e-10	6.961138182233928006e-07	1.802339845568170368e-02	9.845482628971423400e-02	1.602377040618431460e-03	5.909342558365971003e-25	8.123273217304916981e-04	8.049453704519690561e-10
2.999999999999999889e-02	8.188569827248100242e-04	4.362212205417578820e-07	5.751214608816168029e-13	1.292041135505731926e-10	1.583997519933255610e-13	1.660728945669063555e-33	3.364739249911445800e-07	3.512312906905097750e-04	7.490402924037323825e-04	1.655703650750504635e-12	7.875526187994780864e-05	3.885890614124194404e-15	1.467839879129041525e-12	2.581523825216836270e-17	3.705792059232272249e-13	4.018062834854020009e-18	1.245551393719050039e-10	4.506211538195241334e-19	2.165647907113547315e-09	6.705267583720234896e-07	1.739920515595713701e-02	9.782996911754311686e-02	2.248790602026236232e-03	1.122985391521964171e-24	1.420990588239076603e-03	2.290203046534046595e-09
4.000000000000000083e-02	8.222526669955281323e-04	4.228384490415155514e-07	5.574773877978498156e-13	2.077050745982342726e-10	2.010065383754796393e-13	2.107436211681512614e-33	3.261584193421419515e-07	3.405584121267501811e-04	7.356188215157582555e-04	1.626036729027671987e-12	9.946391991093850012e-05	6.030200958772903862e-15	2.278101997608709807e-12	4.876252679130694600e-17	5.751425925931415599e-13	6.236073276552473980e-18	3.254850314324809525e-10	6.993684870067963303e-19	4.445251979111680669e-09	6.760994483506397526e-07	1.679576758822467694e-02	9.723654867258597900e-02	2.862924466167222209e-03	1.891798975131586553e-24	2.027832504071241156e-03	4.770737010497354469e-09
5.000000000000000278e-02	8.299529122539685581e-04	4.119346476506001097e-07	5.431016309804046634e-13	3.014626563782461133e-10	2.376921783551633742e-13	2.492063754522240970e-33	3.177944858099626090e-07	3.324437433103250494e-04	7.158881282773686813e-04	1.582423700554080099e-12	1.195991338762399732e-04	8.447415977611033598e-15	3.191524904312710614e-12	8.008080718417788658e-17	8.057505394917845569e-13	8.736475937527420027e-18	6.823022436280709959e-10	9.797857830171701815e-19	7.719341216949120084e-09	6.888218367421437849e-07	1.621084067123878744e-02	9.666363039086310616e-02	3.455984867995103363e-03	2.743087531432676219e-24	2.620481479039413631e-03	8.401643460643456415e-09
5.999999999999999778e-02	8.386292518676662869e-04	4.016757892444659428e-07	5.295761779403496656e-13	4.092787708186147002e-10	2.660987219398625583e-13	2.789889795436983712e-33	3.099333393690020276e-07	3.249241036543321689e-04	6.950892580018799231e-04	1.536449537858315938e-12	1.392254600113322042e-04	1.106726600513443413e-14	4.181551243066097127e-12	1.198642967898996869e-16	1.055698225256603321e-12	1.144657274749120607e-17	1.243179674582097334e-09	1.283720036305044802e-18	1.205925353257248860e-08	7.032990218089600340e-07	1.564358578825447363e-02	9.610847398622041071e-02	4.030776840714939309e-03	3.735149016596162976e-24	3.196436753975176546e-03	1.330243320718992970e-08
7.000000000000000666e-02	8.475056743445483253e-04	3.916532338951222549e-07	5.163622708610023140e-13	5.299011939181790206e-10	3.111025079901936739e-13	3.261728213483558771e-33	3.022523636287986593e-07	3.175647536604302851e-04	6.744173349218085664e-04	1.490755980959422420e-12	1.583617024331689604e-04	1.382513783390581211e-14	5.223760048899000771e-12	1.678431147019667852e-16	1.318820193999182848e-12	1.429951378964800802e-17	2.054090747128730484e-09	1.603674105207836863e-18	1.750443971628528571e-08	7.182658680245176121e-07	1.509349282821986077e-02	9.557015285050265985e-02	4.588245921443311753e-03	4.765447011494316022e-24	3.755429812773697969e-03	1.955853046360375612e-08
8.000000000000000167e-02	8.563959457776049167e-04	3.817766051448538450e-07	5.033407558866008224e-13	6.621068467365449370e-10	3.458890611301156664e-13	3.626444919757426719e-33	2.946803291489381620e-07	3.102712814635225037e-04	6.541450952348244405e-04	1.445945894304116060e-12	1.770164955241593577e-04	1.666396123763527434e-14	6.296580770389926817e-12	2.234780768530177852e-16	1.589670621462729917e-12	1.723625186478804527e-17	3.157069155698152634e-09	1.933025914051965465e-18	2.406765946579408966e-08	7.334140158934455421e-07	1.456013329042074068e-02	9.504815265221647214e-02	5.128915143582064157e-03	6.037619703682539744e-24	4.297702250756887075e-03	2.722472862131849259e-08
8.999999999999999667e-02	8.652524506042032042e-04	3.720277026366715261e-07	4.904876373575865117e-13	8.047273155644692945e-10	3.793758321154458562e-13	3.977534167463434279e-33	2.872030000325005029e-07	3.030262235874839989e-04	6.343313332872312776e-04	1.402149238590646122e-12	1.951962929306791904e-04	1.953424546164419979e-14	7.381307331211359652e-12	2.860362521152787920e-16	1.863526865082781841e-12	2.020558098352196662e-17	4.589079826261404095e-09	2.266032769989100856e-18	3.173993742126318874e-08	7.486618032362300352e-07	1.404310281126082069e-02	9.454205804026333260e-02	5.653206330866910288e-03	7.442205480878930469e-24	4.823610624667943117e-03	3.632901724653211837e-08
