0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	1.000000000000000056e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+02	3.868672980570833783e-08	9.897987307616185489e-11	1.665872044688484564e-15	9.269718391855992241e-04	1.827877738640703056e-10	6.405920247929633803e-27	8.707800106356565152e-11	2.440263145474215777e-10	1.072965816795755757e-03	1.505353741696781395e-17	2.304099628258412725e-08	3.463941278482894264e-12	1.496663062674849036e-15	1.794381135822092563e-02	9.887080666848936661e-02	1.129193328047175702e-03	2.363192097968417860e-14	5.622732844000028309e-05
2.000000000000000000e+02	3.791350253899341298e-08	9.670469163082798109e-11	1.627579803512054257e-15	9.530800915010954671e-04	1.832067947232369197e-10	6.420605115573360507e-27	8.523887172191012666e-11	2.392370966186764750e-10	1.046858875902393921e-03	1.468728826322373274e-17	2.251136893922463566e-08	3.383332552527509473e-12	1.437433674953935945e-15	1.788889271583165783e-02	9.884199573988476650e-02	1.158004256732386023e-03	4.731814779314154188e-14	1.111451975758659264e-04
3.000000000000000000e+02	3.715069765905563587e-08	9.447520510372162217e-11	1.590056626639861826e-15	9.785873197606983348e-04	1.836051714371543658e-10	6.434566495274916423e-27	8.342804949048348561e-11	2.345005069899480817e-10	1.021352937891259124e-03	1.432946935090718650e-17	2.199237867195180025e-08	3.304393059572302032e-12	1.380174336725731552e-15	1.783531121939220185e-02	9.881392094393777470e-02	1.186079052758324875e-03	7.105725426275527136e-14	1.647259311908241082e-04
4.000000000000000000e+02	3.639841702320683333e-08	9.229083660526807767e-11	1.553292804782444124e-15	1.003505641002600196e-03	1.839846103161206480e-10	6.447864185824408703e-27	8.164568704864250649e-11	2.298184556200818140e-10	9.964358857634523278e-04	1.397991075674071898e-17	2.148389118972110040e-08	3.227098777895976643e-12	1.324844762275272637e-15	1.778303604203950589e-02	9.878656357069072469e-02	1.213436426082680018e-03	9.484668125914700999e-14	2.170003562397580593e-04
5.000000000000000000e+02	3.565674790770761300e-08	9.015099754728284989e-11	1.517278431758002325e-15	1.027847016712197083e-03	1.843466079839258082e-10	6.460550637407517288e-27	7.989189442683419435e-11	2.251926603105753886e-10	9.720957580711071582e-04	1.363844473746820563e-17	2.098576947823105582e-08	3.151425684824472562e-12	1.271403671451652215e-15	1.773203698069581238e-02	9.875990537841546069e-02	1.240094618433611575e-03	1.186840765199412301e-13	2.679986758971997858e-04
6.000000000000000000e+02	3.492576324085102443e-08	8.805508812117203259e-11	1.482003412540598528e-15	1.051623249781490858e-03	1.846924840350547739e-10	6.472672096099068590e-27	7.816674091596208077e-11	2.206246553982057698e-10	9.483207519945227506e-04	1.330490577303738761e-17	2.049787391124101112e-08	3.077349417267138071e-12	1.219808937317579060e-15	1.768228444794870541e-02	9.873392858245313985e-02	1.266071414470000328e-03	1.425672697216104480e-13	3.177504776404140355e-04
7.000000000000000000e+02	3.420552251668567923e-08	8.600249943371646538e-11	1.447457499206315716e-15	1.074845981830598865e-03	1.850234077333867130e-10	6.484269539536922542e-27	7.647025826680754824e-11	2.161158036854158528e-10	9.250992259982116547e-04	1.297913060388266775e-17	2.002006274774886693e-08	3.004845446665519299e-12	1.170017770751906160e-15	1.763374946378436919e-02	9.870861584426873780e-02	1.291384152726908182e-03	1.664942513512689101e-13	3.662847415387825048e-04
8.000000000000000000e+02	3.349607236426546755e-08	8.399261468712051290e-11	1.413630310793965624e-15	1.097526690887431176e-03	1.853404199751798900e-10	6.495379446629468160e-27	7.480244305494355712e-11	2.116673060461283085e-10	9.024197021360295555e-04	1.266095826329108892e-17	1.955219240668837772e-08	2.933889115905774026e-12	1.121986863455187383e-15	1.758640364718309576e-02	9.868395026072775134e-02	1.316049736338845708e-03	1.904631547156463368e-13	4.136298486719209807e-04
9.000000000000000000e+02	3.279744698048069418e-08	8.202481004880988841e-11	1.380511347944145628e-15	1.119676689430062089e-03	1.856444514712810443e-10	6.506034434763391873e-27	7.316325873552303215e-11	2.072802100790971158e-10	8.802708680525605503e-04	1.235023010550324504e-17	1.909411766940470168e-08	2.864455663289610552e-12	1.075672528387265507e-15	1.754021920754628150e-02	9.865991535356466446e-02	1.340084643571369657e-03	2.144722405391292971e-13	4.598135896598736058e-04
1.000000000000000000e+03	3.210966890360984564e-08	8.009845625349656902e-11	1.348090019862647461e-15	1.141307122705176791e-03	1.859363378877366231e-10	6.516263790416546225e-27	7.155263824159966800e-11	2.029554200583545504e-10	8.586415786199238327e-04	1.204678982871209864e-17	1.864569205259059297e-08	2.796520273255017302e-12	1.031030837015527740e-15	1.749516893611611709e-02	9.863649505912225335e-02	1.363504938081733361e-03	2.385198837113384758e-13	5.048631732869404958e-04
1.100000000000000000e+03	3.143274935085621098e-08	7.821291913912048824e-11	1.316355653340581338e-15	1.162428967375020005e-03	1.862168325227870501e-10	6.526093913431737849e-27	6.997048566060349193e-11	1.986937043364095020e-10	8.375208573129995808e-04	1.175048349438707319e-17	1.820676793304537840e-08	2.730058090501538235e-12	9.880177319595192905e-16	1.745122619725207949e-02	9.861367371827445272e-02	1.386326278996007078e-03	2.626045618294550738e-13	5.488052352035595110e-04
1.200000000000000000e+03	3.076668906096343310e-08	7.636756137365649286e-11	1.285297521817243502e-15	1.183053030430165431e-03	1.864866169764513304e-10	6.535548690939458651e-27	6.841667883024604343e-11	1.944957050361833835e-10	8.168978972863409540e-04	1.146115954242239499e-17	1.777719694964911003e-08	2.665044274105007708e-12	9.465891559954042332e-16	1.740836491967475905e-02	9.859143606658411774e-02	1.408563930751370987e-03	2.867248452471002090e-13	5.916658466916778231e-04
1.300000000000000000e+03	3.011147854233524215e-08	7.456174269384585385e-11	1.254904849398068417e-15	1.203189948370091350e-03	1.867463101746663763e-10	6.544649813614936463e-27	6.689107067277655753e-11	1.903619443139019498e-10	7.967620621912614850e-04	1.117866880263676694e-17	1.735683005893565572e-08	2.601454001630044896e-12	9.067011399204553222e-16	1.736655958765410263e-02	9.856976722467117313e-02	1.430232772727931152e-03	3.108793883942493738e-13	6.334705234794699678e-04
1.400000000000000000e+03	2.946709884988438431e-08	7.279482142598565862e-11	1.225166836450139262e-15	1.222850186640622597e-03	1.869964760371947274e-10	6.553417044405077520e-27	6.539349152582996422e-11	1.862928331200652765e-10	7.771028867577469855e-04	1.090286450298029836e-17	1.694551788910907719e-08	2.539262517306052708e-12	8.683099142813434932e-16	1.732578523213968574e-02	9.854865268878146289e-02	1.451347308679840986e-03	3.350669221747408859e-13	6.742442345905408450e-04
1.500000000000000000e+03	2.883352186170703684e-08	7.106615474294764387e-11	1.196072663927921899e-15	1.242044039247550830e-03	1.872376300266015143e-10	6.561868448041778337e-27	6.392375039755890353e-11	1.822886770268758512e-10	7.579100771579637061e-04	1.063360227467552698e-17	1.654311079987372282e-08	2.478445136006744545e-12	8.313719828683769171e-16	1.728601742202688293e-02	9.852807832166579627e-02	1.471921675856315091e-03	3.592862472953002750e-13	7.140114111014248931e-04
1.600000000000000000e+03	2.821071105088437684e-08	6.937510012086366233e-11	1.167611517889880084e-15	1.260781628769895839e-03	1.874702447426104020e-10	6.570020587099894949e-27	6.248163715506452669e-11	1.783496843969972523e-10	7.391735109918103671e-04	1.037074015206221047e-17	1.614945922152824433e-08	2.418977289391509128e-12	7.958442180318479125e-16	1.724723225485797970e-02	9.850803034329551344e-02	1.491969654286038217e-03	3.835362283158253703e-13	7.527959554404361911e-04
