line,point,label_name,is_label,is_point,is_TS,vertical_alignment,vertical_offset,line_color,point_color,point_marker,structure,reference_gibbs
0,0,[LPd(OH)$_2$]$_2$,True,True,False,top,-1.5,black,black,o,00-lpdoh2,0.0
0,1,Pd-RXT,False,True,True,top,-1.5,black,black,x,diffusion,6.979475347646227
0,2,RXT,True,True,False,top,-1.5,black,black,o,01-rxt,3.5131122728852326
1,2,RXT,False,False,False,top,-1.5,#C04A1B,#C04A1B,o,01-rxt,3.5131122728852326
1,4,RXT-C1,True,True,True,bottom,1.5,#C04A1B,#C04A1B,o,02-ts-rxt-c1,14.707255317877628
1,6,C1,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,03-c1,0.14840601101194237
1,8,C1-C2,True,True,True,top,-5.5,#C04A1B,#C04A1B,o,04-ts-c1-c2,8.819960623687649
1,10,C2,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,05-c2,-25.56693576704207
1,12,C2 // H$_2$O,False,True,True,top,-1.5,#C04A1B,#C04A1B,x,diffusion,-22.100572692281077
1,14,C2 + H$_2$O,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,06-c2-h2o,-26.32559482537021
1,16,C2-C3,True,True,True,bottom,1.5,#C04A1B,#C04A1B,o,07-ts-c2-c3,-21.063299653588295
1,18,C3 + B(OH)$_3$,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,08-c3-boh3,-24.393492889379406
1,20,C3 // B(OH)$_3$,False,True,True,top,-1.5,#C04A1B,#C04A1B,x,diffusion,-17.9690497478886
1,22,C3,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,09-c3,-21.435412822649596
1,24,C3-C4,True,True,True,top,-7.5,#C04A1B,#C04A1B,o,10-ts-c3-c4,8.021140953606222
1,26,C4,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,11-c4,-8.70010629762973
1,28,C4-PDT,False,True,True,top,-1.5,#C04A1B,#C04A1B,x,diffusion,-5.2337432228687355
1,30,PDT,True,True,False,top,-1.5,black,black,o,pdt,-24.967977891977675
2,2,RXT,False,False,False,top,-1.5,#204195,#204195,o,01-rxt,3.5131122728852326
2,4,RXT-T1,True,True,True,top,-5.5,#204195,#204195,o,12-ts-rxt-t1,10.087529935860482
2,6,T1,True,True,False,bottom,1.5,#204195,#204195,o,13-t1,3.998177163358733
2,8,T1-T2,True,True,True,bottom,1.5,#204195,#204195,o,14-ts-t1-t2,13.72834040410835
2,10,T2,True,True,False,top,-1.5,#204195,#204195,o,15-t2,1.5540274258013471
2,12,T2 // H$_2$O,False,True,True,top,-1.5,#204195,#204195,x,diffusion,5.76336182028105
2,14,T2 + H$_2$O,True,True,False,top,-1.5,#204195,#204195,o,16-t2-h2o,2.296998745520055
2,16,T2-T3,True,True,True,bottom,1.5,#204195,#204195,o,17-ts-t2-t3,16.764859166168176
2,18,T3 + B(OH)$_3$,True,True,False,top,-1.5,#204195,#204195,o,18-t3-boh3,2.3277467135369685
2,20,T3 // B(OH)$_3$,False,True,True,top,-1.5,#204195,#204195,x,diffusion,5.794109788297963
2,22,T3,True,True,False,top,-1.5,#204195,#204195,o,19-t3,-0.37179941417496915
2,24,T3-T4,True,True,True,bottom,1.5,#204195,#204195,o,20-ts-t3-t4,13.427763324589915
2,26,T4,True,True,False,bottom,1.5,#204195,#204195,o,21-t4,-8.260222095949397
2,28,T4-PDT,False,True,True,top,-1.5,#204195,#204195,x,diffusion,-4.793859021188402
2,30,PDT,False,True,False,top,-1.5,black,black,o,pdt,-24.967977891977675
3,10,T2,False,False,False,top,-1.5,lightseagreen,lightseagreen,o,15-t2,1.5540274258013471
3,11,T2 // L,False,True,True,top,-1.5,lightseagreen,lightseagreen,x,diffusion,5.020390500562342
3,12,T2 + L,True,True,False,top,-1.5,lightseagreen,lightseagreen,o,39-t2-lig,-0.7539527364599508
3,13,T2-P1,True,True,True,bottom,1.5,lightseagreen,lightseagreen,o,40-ts-t2-p1,6.2703892808485975
3,14,P1 + B(OH)$_3$,True,True,False,top,-1.5,lightseagreen,lightseagreen,o,41-p1-boh3,-38.54320596315239
3,15,P1 // B(OH)$_3$,False,True,True,top,-1.5,lightseagreen,lightseagreen,x,diffusion,-33.5664273766662
3,16,P1,True,True,False,top,-1.5,lightseagreen,lightseagreen,o,42-p1,-37.03279045142719
3,17,P1 // H$_2$O,False,True,True,top,-1.5,lightseagreen,lightseagreen,x,diffusion,-29.894868939830697
3,18,P1 + H$_2$O,True,True,False,top,-1.5,lightseagreen,lightseagreen,o,45-p1-h2o,-33.36123201459169
3,19,T3-P1,True,True,True,bottom,1.5,lightseagreen,lightseagreen,o,44-ts-t3-p1,5.453371833352443
3,20,T3 + L,True,True,False,top,-1.5,lightseagreen,lightseagreen,o,43-t3-lig,-0.8047810109242255
3,21,T3 // L,False,True,True,top,-1.5,lightseagreen,lightseagreen,x,diffusion,3.0945636605860254
3,22,T3,False,False,False,top,-1.5,lightseagreen,lightseagreen,o,19-t3,-0.37179941417496915
