0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	1.000000000000000056e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+03	4.212130509941979734e-06	2.350970589121260474e-11	1.727426578979290043e-18	9.499369538967196902e-05	2.558451385105969630e-07	1.038640788743435118e-27	2.587987120408936482e-12	3.953178602083331734e-06	8.491622649830985525e-06	1.414427607174436219e-17	3.019231091308056860e-04	8.492559420220202289e-09	4.508789566806561346e-09	1.586145759085688797e-03	3.320408145189882556e-15	9.210681009985904464e-09	2.064607604029620683e-17	1.774204343284324352e-11	1.321912752729004215e-02	9.361999630125068805e-02	4.793832106492361411e-03	4.049363650131867691e-14	6.673165103428909534e-03
2.000000000000000000e+03	4.386949328361376108e-06	2.304357924053793774e-11	1.693176913575482476e-18	1.059672559517280165e-04	2.435199117829823747e-07	9.886047267555805672e-28	2.548410407293795380e-12	3.894932097235632324e-06	8.295253486568079641e-06	1.382122529147882608e-17	3.022648117561901036e-04	9.480312730060833626e-09	5.033198241906497423e-09	1.574928502907052335e-03	4.018125677916360850e-15	9.070599722758936939e-09	2.331348514225156578e-17	1.924532441004486489e-11	1.244069760006886322e-02	9.285282717784047735e-02	5.572228161148520126e-03	7.788551054448261102e-14	7.440886899433057401e-03
3.000000000000000000e+03	4.582143159202993245e-06	2.259328344641236906e-11	1.660090454652731021e-18	1.167222788256196819e-04	2.340309944891852616e-07	9.500830780749724044e-28	2.510004531943966566e-12	3.838366497437553799e-06	8.106177469542069641e-06	1.351058755180413695e-17	3.025977035369468429e-04	1.045018228235861434e-08	5.548112241050768188e-09	1.563899335507353125e-03	4.769935818938173029e-15	8.934162978721441950e-09	2.616098399680207479e-17	2.099603600461378847e-11	1.167799040814154754e-02	9.210114889186381271e-02	6.334931985473779212e-03	1.136564081503425707e-13	8.193092714266093229e-03
4.000000000000000000e+03	4.800880773419354668e-06	2.215660419849533779e-11	1.628004500961285025e-18	1.272666835485996781e-04	2.264146339722097509e-07	9.191633477226444142e-28	2.472546121025419155e-12	3.783144431175502857e-06	7.923323224091131833e-06	1.321063370449476487e-17	3.029211316388249987e-04	1.140264406886889417e-08	6.053784273295764203e-09	1.553048511839526507e-03	5.586068515119289910e-15	8.801209951601346014e-09	2.922606851487582397e-17	2.304845620396362447e-11	1.093049155891109153e-02	9.136446836762536494e-02	7.082459105817325538e-03	1.481546239886656014e-13	8.930291393818115195e-03
5.000000000000000000e+03	5.047457511392944605e-06	2.173296147687820725e-11	1.596876434281778186e-18	1.376073590897849378e-04	2.201022947984361547e-07	8.935374828872715563e-28	2.436000455777590792e-12	3.729218344543584941e-06	7.746427606406780419e-06	1.292099307848026587e-17	3.032350680987089156e-04	1.233813754150150275e-08	6.550447648306543255e-09	1.542369864387299182e-03	6.479451208714290617e-15	8.671606175525183198e-09	3.255597861583103867e-17	2.547682733011917713e-11	1.019773337245847601e-02	9.064231462214378254e-02	7.815280665907801960e-03	1.816146207918369650e-13	9.652944607835863347e-03
6.000000000000000000e+03	5.327283347280052445e-06	2.132182375357445893e-11	1.566667199443872224e-18	1.477503598570524003e-04	2.147368825001745911e-07	8.717558063080841715e-28	2.400334328652450936e-12	3.676542272213584759e-06	7.575219160026298635e-06	1.264129819264139548e-17	3.035429113418386523e-04	1.325719972821516543e-08	7.038387479904113713e-09	1.531875498496583672e-03	7.466289849778070658e-15	8.545328312262567296e-09	3.620973239867657865e-17	2.837994856181370064e-11	9.479293737330980740e-03	8.993427854735781823e-02	8.533823558818756302e-03	2.142020867776888189e-13	1.036146908548250464e-02
7.000000000000000000e+03	5.647140801881208810e-06	2.092208434232118234e-11	1.537295480276713967e-18	1.577019100696536158e-04	2.100822773034404878e-07	8.528597552009040661e-28	2.365449612207999550e-12	3.624970781017363131e-06	7.409249247555885447e-06	1.237090900406402921e-17	3.038389881455246205e-04	1.416001710341426695e-08	7.517702769321718450e-09	1.521530940354711304e-03	8.567074185864155143e-15	8.422092043223466400e-09	4.026138332954633000e-17	3.189019924060410342e-11	8.774729682719438484e-03	8.923991900513658648e-02	9.238536853387742734e-03	2.460416968513897085e-13	1.105630240372708351e-02
8.000000000000000000e+03	6.015927347886592419e-06	2.053307490084010235e-11	1.508712168883436181e-18	1.674671129658855890e-04	2.059765340242272557e-07	8.361918893867665468e-28	2.331294655655479199e-12	3.574429097140895903e-06	7.248229018116571565e-06	1.210948286420584661e-17	3.041222761624989964e-04	1.504684856041427624e-08	7.988530965757876502e-09	1.511326809754008106e-03	9.808380862090296101e-15	8.301765254453534732e-09	4.480689995324065656e-17	3.619138185509890394e-11	8.083674587075354370e-03	8.855886351974577575e-02	9.929795618207481675e-03	2.772259777811829356e-13	1.173780660532396797e-02
9.000000000000000000e+03	6.445316870253483438e-06	2.015376927417256902e-11	1.480841866305230011e-18	1.770510973304460669e-04	2.023044771654551471e-07	8.212846370766315307e-28	2.297774932835135772e-12	3.524776298327024921e-06	7.091745994842918894e-06	1.185651477532596814e-17	3.043882064018592543e-04	1.591776847560697113e-08	8.450911556425805151e-09	1.501236556972596926e-03	1.122514038811355663e-14	8.184126804656323496e-09	4.997204790873694073e-17	4.154211081880372479e-11	7.405756683480913677e-03	8.789075401260372511e-02	1.060798276694563912e-02	3.078285426066395740e-13	1.240634899607512276e-02
1.000000000000000000e+04	6.951237800560521029e-06	1.978365810280950628e-11	1.453647146248641808e-18	1.864583091780618919e-04	1.989820380905006597e-07	8.077967093347017745e-28	2.264853010457446013e-12	3.475958710518243329e-06	6.939574705281932008e-06	1.161187508712572157e-17	3.046416886781642182e-04	1.677326841125905334e-08	8.905105516929971652e-09	1.491281069921260522e-03	1.286467214286533496e-14	8.069220518145518780e-09	5.592724532739282528e-17	4.831970696899845950e-11	6.740651367670028385e-03	8.723525829438388834e-02	1.127343852351338389e-02	3.379076641534451213e-13	1.306225010035884024e-02
1.100000000000000000e+04	7.555342100329410415e-06	1.942118993229277034e-11	1.427014012235985387e-18	1.956927755203412733e-04	1.959463752580414771e-07	7.954729917256429442e-28	2.232368567284632470e-12	3.427733409775028986e-06	6.791121323413580387e-06	1.137491126140318366e-17	3.048744484913732257e-04	1.761310291852337806e-08	9.350982535883371121e-09	1.481417210957030120e-03	1.479163931426351789e-14	7.956748892447373560e-09	6.290463489231646842e-17	5.708319425613199213e-11	6.088062680793524840e-03	8.659209331811851262e-02	1.192647984317193530e-02	3.675109642837529084e-13	1.370580274783567316e-02
1.200000000000000000e+04	8.288411732522509126e-06	1.906473488321616902e-11	1.400822705346585235e-18	2.047577902632245609e-04	1.931494807476892162e-07	7.841185890695491965e-28	2.200150529642078195e-12	3.379840649063312947e-06	6.645788730805736233e-06	1.114510551906594891e-17	3.050795285430221043e-04	1.843695778840640333e-08	9.788375796410388901e-09	1.471609588800001618e-03	1.709775968993357045e-14	7.846465319231966454e-09	7.123332969343025479e-17	6.869776905218299009e-11	5.447746201782207968e-03	8.596099281242268464e-02	1.256738128555748464e-02	3.966775589533018058e-13	1.433724897034107347e-02
