0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000042e-02	7.000000000000000666e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	0.000000000000000000e+00	2.000000000000000042e-03
1.000000000000000000e+01	3.318409793780809917e-06	4.034775246563910072e-10	6.405741633110374752e-16	1.174303295955306325e-06	2.441528300588113981e-08	3.434657280325216304e-27	1.581426455988159074e-09	4.457122010481121566e-06	2.003999732795841047e-10	7.020633408585752664e-20	1.100886214180558410e-04	1.101184357223952190e-11	1.988422832186518760e-02	6.999995035349403094e-02	1.101382679240257742e-04	1.159755208968037220e-15	2.503082183097326887e-08	3.511545533803560745e-06	1.873911826520804728e-03	1.770846283480951786e-03
2.000000000000000000e+01	2.844887068182271919e-06	3.443490343410089848e-10	5.466998310533795943e-16	2.185159412807576033e-06	2.513884629119927138e-08	3.536456020247831478e-27	1.349862432833040451e-09	3.869933518748322938e-06	1.933921619889705140e-10	6.775809010795314129e-20	1.989720974496729023e-04	8.093382449019056481e-12	1.979489639035909854e-02	6.999992527495219052e-02	1.990468224974785774e-04	2.392415657057663923e-15	4.939280696006060883e-08	3.188807538921401057e-06	1.785723253610843825e-03	1.593128757092103498e-03
3.000000000000000000e+01	2.480153265449409181e-06	2.990907103443334794e-10	4.748462301670418916e-16	3.055634039664779342e-06	2.573804466842347326e-08	3.620757082825291805e-27	1.172587220581909571e-09	3.409792987603571986e-06	1.875234533125336108e-10	6.570693600427460676e-20	2.717597310926933270e-04	6.151160175533447802e-12	1.972167448349253921e-02	6.999990111329026932e-02	2.718586178024312680e-04	3.657519502065199601e-15	7.296113795858980161e-08	2.935725175889766247e-06	1.713395802731767495e-03	1.447507495808975910e-03
4.000000000000000000e+01	2.191084765874161484e-06	2.634097604444956757e-10	4.181979827981414395e-16	3.817035739341686514e-06	2.626756288735034908e-08	3.695254039124460862e-27	1.032805245158757971e-09	3.039718079760847693e-06	1.825206739521612451e-10	6.395782190530387858e-20	3.326329953009598368e-04	4.800852470460198438e-12	1.966038664573332984e-02	6.999987769106898183e-02	3.327553042319689983e-04	4.950573526376386811e-15	9.585884249696235063e-08	2.731839368394515250e-06	1.652827688354289526e-03	1.325658312711058395e-03
5.000000000000000000e+01	1.956673720219729457e-06	2.346049298206252497e-10	3.724664881172740019e-16	4.491420522891502608e-06	2.674499725604748657e-08	3.762422746848423026e-27	9.199459437411772524e-10	2.735780270300939719e-06	1.781942998801363930e-10	6.244475360141068479e-20	3.844105348682022062e-04	3.828572035295739441e-12	1.960821600587401431e-02	6.999985489608724631e-02	3.845556387809567528e-04	6.268608854965507966e-15	1.181807149297510212e-07	2.563999763598686723e-06	1.601249438408705291e-03	1.221966842918807998e-03
6.000000000000000000e+01	1.762976787789517788e-06	2.108952764626013813e-10	3.348242641251575029e-16	5.094873612573956844e-06	2.718035322289152460e-08	3.823671054056804423e-27	8.270390242600116369e-10	2.481819937401828097e-06	1.744081416917949550e-10	6.112027949109003416e-20	4.290677245114493600e-04	3.108087271535059543e-12	1.956318718761245259e-02	6.999983264360891411e-02	4.292350809025487451e-04	7.609303184584374660e-15	1.400016221251628993e-07	2.423369059525407816e-06	1.556717397664038631e-03	1.132496356630131006e-03
7.000000000000000000e+01	1.600388765986880171e-06	1.910610062027028415e-10	3.033347255582802920e-16	5.639468714634365606e-06	2.758050760829105873e-08	3.879966587707188777e-27	7.493097529166766766e-10	2.266534066858557187e-06	1.710614569021537193e-10	5.994928068449829634e-20	4.680338108414461469e-04	2.561244708509401222e-12	1.952387011252054022e-02	6.999981086651488327e-02	4.682229443265438994e-04	8.970745950302285204e-15	1.613819070613285890e-07	2.303788043663272332e-06	1.517823450610201238e-03	1.054397158205881875e-03
8.000000000000000000e+01	1.462084942808691108e-06	1.742397808239548018e-10	2.766287959549708437e-16	6.134488965053460464e-06	2.795044743961203757e-08	3.932011062748792003e-27	6.833821831295148704e-10	2.081782246637088518e-06	1.680779131846557739e-10	5.890513631957916708e-20	5.023707209992492664e-04	2.137692320751820984e-12	1.948920166058876538e-02	6.999978951042264141e-02	5.025812105766057315e-04	1.035131430571731969e-14	1.823710416522223595e-07	2.200832184751808685e-06	1.483520200247030870e-03	9.855510846940238046e-04
9.000000000000000000e+01	1.343087405688752190e-06	1.598054109495409057e-10	2.537123165043827060e-16	6.587218745114029197e-06	2.829411346669626583e-08	3.980358965560827597e-27	6.268045766320635968e-10	1.921554093185774411e-06	1.653984641560130723e-10	5.796724644066596578e-20	5.328854764242986443e-04	1.803883779915158436e-12	1.945837349442543912e-02	6.999976853029933610e-02	5.331169461249734339e-04	1.174960775225318558e-14	2.030101769939805037e-07	2.111240544350424636e-06	1.453010854716966496e-03	9.243478127557390716e-04
