descriptor,exp_full,exp_good,comp_full,comp_good,exp_full_abs,exp_full_abs_rank,exp_good_abs,exp_good_abs_rank,comp_full_abs,comp_full_abs_rank,comp_good_abs,comp_good_abs_rank
surface_area_boltz,-0.0477952651540364,-0.08127148153414421,0.13489289213162037,0.0004078490933982909,0.0477952651540364,162.0,0.08127148153414421,151.0,0.13489289213162037,114.0,0.0004078490933982909,186.0
vbur_far_vbur_boltz,0.1553330083096636,0.1624075375081733,0.12643381358877215,0.1311882342899381,0.1553330083096636,105.0,0.1624075375081733,116.0,0.12643381358877215,119.0,0.1311882342899381,126.0
vbur_far_vbur_delta,-0.07726775867028066,-0.09430349407173277,0.03309399693468059,-0.0852402246943775,0.07726775867028066,143.0,0.09430349407173277,145.0,0.03309399693468059,164.0,0.0852402246943775,150.0
vbur_far_vbur_max,0.039637576621859134,0.033920998461023866,0.10048024209842826,0.04515997498001503,0.039637576621859134,164.0,0.033920998461023866,170.0,0.10048024209842826,133.0,0.04515997498001503,172.0
vbur_far_vbur_min,0.43247690147797535,0.4157722959947193,0.26503846556691074,0.42406372618064786,0.43247690147797535,41.0,0.4157722959947193,46.0,0.26503846556691074,49.0,0.42406372618064786,38.0
vbur_far_vbur_vburminconf,0.42780475000746393,0.4154302719245546,0.2798921000058854,0.4243372108565889,0.42780475000746393,43.0,0.4154302719245546,47.0,0.2798921000058854,42.0,0.4243372108565889,37.0
vbur_far_vtot_boltz,0.14827288998976978,0.17852939144142127,0.18648174778019944,0.16930922839193457,0.14827288998976978,109.0,0.17852939144142127,110.0,0.18648174778019944,84.0,0.16930922839193457,103.0
vbur_far_vtot_delta,-0.09874714189726377,-0.1656871114713189,0.025476980056661616,-0.14710642217521547,0.09874714189726377,128.0,0.1656871114713189,113.0,0.025476980056661616,170.0,0.14710642217521547,116.0
vbur_far_vtot_max,0.07731454279007327,0.07963099598661157,0.1627945851405908,0.10927377333968878,0.07731454279007327,142.0,0.07963099598661157,153.0,0.1627945851405908,95.0,0.10927377333968878,139.0
vbur_far_vtot_min,0.39573933813574314,0.39934690740935475,0.32287879626323024,0.42100479116163675,0.39573933813574314,48.0,0.39934690740935475,49.0,0.32287879626323024,22.0,0.42100479116163675,39.0
vbur_far_vtot_vburminconf,0.38966541322650466,0.3925866428973646,0.3137663637006517,0.41133335281502026,0.38966541322650466,49.0,0.3925866428973646,51.0,0.3137663637006517,27.0,0.41133335281502026,41.0
vbur_max_delta_qvbur_boltz,0.03442718541963795,0.06441319444596394,0.19164598889077003,0.12142136634104436,0.03442718541963795,166.0,0.06441319444596394,156.0,0.19164598889077003,82.0,0.12142136634104436,131.0
vbur_max_delta_qvbur_delta,-0.29904631312584234,-0.25359647655040524,-0.019319705573759595,-0.2043072141592514,0.29904631312584234,59.0,0.25359647655040524,81.0,0.019319705573759595,175.0,0.2043072141592514,93.0
vbur_max_delta_qvbur_max,-0.0846314025778957,-0.06261905875421293,0.10204152665892893,-0.01924609077396631,0.0846314025778957,136.0,0.06261905875421293,157.0,0.10204152665892893,131.0,0.01924609077396631,179.0
vbur_max_delta_qvbur_min,0.4593459044805844,0.4818534154945483,0.2810858587707637,0.4717427467786823,0.4593459044805844,35.0,0.4818534154945483,36.0,0.2810858587707637,39.0,0.4717427467786823,33.0
vbur_max_delta_qvbur_vburminconf,0.40092550603283356,0.4173162849398383,0.1714839920335464,0.27431567145350494,0.40092550603283356,47.0,0.4173162849398383,45.0,0.1714839920335464,92.0,0.27431567145350494,72.0
vbur_max_delta_qvtot_boltz,0.14428337186350407,0.15163068456390244,0.19142463724653477,0.2205523883538328,0.14428337186350407,113.0,0.15163068456390244,122.0,0.19142463724653477,83.0,0.2205523883538328,89.0
vbur_max_delta_qvtot_delta,-0.22605673709511592,-0.18325082240233453,-0.09953760732173013,-0.24578596443312054,0.22605673709511592,80.0,0.18325082240233453,108.0,0.09953760732173013,134.0,0.24578596443312054,82.0
vbur_max_delta_qvtot_max,0.03440595150982981,0.01962553739555172,0.1107458483775127,0.04704405879310019,0.03440595150982981,167.0,0.01962553739555172,177.0,0.1107458483775127,127.0,0.04704405879310019,169.0
vbur_max_delta_qvtot_min,0.19394475380471393,0.18638240558846272,0.2134254707509248,0.2815246806681012,0.19394475380471393,92.0,0.18638240558846272,105.0,0.2134254707509248,75.0,0.2815246806681012,70.0
vbur_max_delta_qvtot_vburminconf,0.1074148110112066,0.11302349182049592,0.12880536779024737,0.07600102324547088,0.1074148110112066,125.0,0.11302349182049592,134.0,0.12880536779024737,117.0,0.07600102324547088,155.0
vbur_near_vbur_boltz,0.5288522523938362,0.6029790674845305,0.3185635890514188,0.45163959707333684,0.5288522523938362,28.0,0.6029790674845305,23.0,0.3185635890514188,24.0,0.45163959707333684,34.0
vbur_near_vbur_delta,-0.5043454137456652,-0.4921926168472529,-0.2621701332095223,-0.408977387681969,0.5043454137456652,30.0,0.4921926168472529,34.0,0.2621701332095223,50.0,0.408977387681969,42.0
