group,00-lpdoh2,01-rxt,02-ts-rxt-c1,03-c1,04-ts-c1-c2,05-c2,06-c2-h2o,07-ts-c2-c3,08-c3-boh3,09-c3,10-ts-c3-c4,11-c4,12-ts-rxt-t1,13-t1,14-ts-t1-t2,15-t2,16-t2-h2o,17-ts-t2-t3,18-t3-boh3,19-t3,20-ts-t3-t4,21-t4,22-c5,23-ts-c5-c6,24-t5,25-ts-t5-t6,26-t6,27-ts-t2-xa,28-xa,29-ts-xa-t3,30-ts-t2-xb,31-xb,32-ts-xb-t3,33-ts-rxt-ya,34-ya,35-ts-ya-c1,36-ts-rxt-yb,37-yb,38-ts-yb-c1,39-t2-lig,40-ts-t2-p1,41-p1-boh3,42-p1,43-t3-lig,44-ts-t3-p1,45-p1-h2o,58-c2alt,59-t2-2h2o,60-ts-t2-t3ob,61-t3ob-2h2o,62-t3ob-h2o,63-t3ob,64-ts-t3ob-t4ob,65-t4ob,66-ts-t2-t4ob,67-t4ob-h2o,68-ts-t4ob-t4-4mps,69-t4-boh3,70-t4ob-2h2o,71-ts-t4ob-t4-6mps,72-t4-boh3h2o,73-ts-t4ob-t5ob,74-t5ob-rh,75-t5ob,76-t5ob-1h2o,77-ts-t5ob-t6ob-4mps,78-t6ob,79-t5ob-2h2o,80-ts-t5ob-t6ob-6mps,81-t6ob-1h2o,82-ts-t2-t3-4mps,83-ts-t2-t3-6mps,84-t3-boh3h2o,85-c2dim,86-c2-naphboh2,87-ts-c2-naphboh2-hc1,88-hc1-boh3,89-hc1,90-ts-hc1-hc2,91-hc2,92-ts-hc2-hc3,93-hc3,94-ts-hc3-pd0boh3,95-lpd0boh3,96-hc4,97-ts-hc4-lpd0,98-lpd0,e00-lpdoh2,e01-ecrxt,e02-ts-ecrxt-ec1,e03-ec1,e04-ts-ec1-ec2,e05-ec2,e06-ec2-h2o,e07-ts-ec2-ec3,e08-ec3-bpinoh,e09-ec3,e10-ts-ec3-ec4,e11-ec4,e12-etrxt,e13-ts-etrxt-et1,e14-et1,e15-ts-et1-et2,e16-et2,e17-et2-h2o,e18-ts-et2-et3,e19-et3-bpinoh,e20-et3,e21-ts-et3-et4,e22-et4,e23-ts-etrxt-ec1b,e24-ec1b,e25-ts-ec1b-ec2b,e26-ec2b,e27-ec2b-h2o,e28-ts-ec2b-ec3b,e29-ec3b-bpinoh,e30-ts-ecrxt-et1b,e31-et1b,e32-ts-et1b-et2b,e33-et2b,e34-et2b-h2o,e35-ts-et2b-et3b,e36-et3b-bpinoh,exp_yield,exp_error,max_C_TM,max_C_TM_name,max_T_uncorr,max_T_uncorr_name,max_overall_uncorr_name,ddG_uncorr,17-ts-t2-t3-corr_1.0,max_T_corr_1.0,max_T_corr_1.0_name,max_overall_corr_1.0_name,ddG_corr_1.0,17-ts-t2-t3-corr_3.5,max_T_corr_3.5,max_T_corr_3.5_name,max_overall_corr_3.5_name,ddG_corr_3.5,17-ts-t2-t3-corr_5.0,max_T_corr_5.0,max_T_corr_5.0_name,max_overall_corr_5.0_name,ddG_corr_5.0
3j-iprjohnphos,0.0,0.9927201244875093,16.36231178312022,1.0460584371863646,10.117964149276423,-26.888784655716684,-24.043656309828357,-16.479656070658198,-26.165266132672674,-20.08658102288191,13.039648661747494,-2.5752992349575217,12.558976338826565,1.4482920650626323,11.74446892956499,-6.275095602146068,-1.1872480878101808,11.046050788866786,-4.451552820014891,-5.773715463575832,12.55458377155935,-9.40636830763265,-20.809472036153256,12.589096797641531,10.700293021125901,18.512159536317586,,,,,,,,13.20091861881867,3.4086319314064872,16.523581740191396,19.23254051163971,5.875999522277045,21.575661209470493,1.7005509083513728,13.643312858448226,-20.437358867091955,-27.835696582209078,2.1661630018648177,11.686110540111615,-16.562487332684714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.981798398140125,16.204806882972875,8.756268402878781,10.909253704083392,-27.0161690967637,-22.248978967822893,-16.440122968962932,-22.96433986610514,-17.407115201046615,15.719114483297428,0.10416658687777175,2.734686662996065,16.066127270012924,2.3161377867377033,13.163268044443887,-1.1012792783471366,5.229664674447009,15.51768391475832,1.3416154396649216,-3.0942496417405385,15.234049593394644,-6.726902485797358,,,,,,,,,,,,,,,0.085,0.0431,16.36231178312022,02-ts-rxt-c1,12.558976338826565,12-ts-rxt-t1,02-ts-rxt-c1,3.803335444293655,13.63581104695575,13.63581104695575,17-ts-t2-t3-corr_1.0,02-ts-rxt-c1,2.7265007361644695,12.806481632452527,12.806481632452527,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,3.555830150667692,12.570362725792995,12.570362725792995,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,3.7919490573272245
3k-phjohnphos,0.0,5.136165750280224,14.673683556454444,5.993343809815025,10.695900453858687,-27.2163446463282,-23.204048518220976,-17.510654278151723,-21.966599665433826,-21.810349785117168,10.972632170005928,-3.307602891965243,13.628880138813408,4.390056883410346,14.834326004038315,-3.53476135262282,-2.7077037524737015,9.239450764605008,-0.6902605159364413,-4.043671605896798,15.40033962722034,-7.301073733170431,-20.501364842216436,16.256890176982477,13.074789196746263,20.65949725128037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,0.0007,14.673683556454444,02-ts-rxt-c1,15.40033962722034,20-ts-t3-t4,20-ts-t3-t4,-0.7266560707658964,11.829211022693972,15.40033962722034,20-ts-t3-t4,20-ts-t3-t4,-0.7266560707658964,10.99988160819075,15.40033962722034,20-ts-t3-t4,20-ts-t3-t4,-0.7266560707658964,10.763762701531217,15.40033962722034,20-ts-t3-t4,20-ts-t3-t4,-0.7266560707658964
3l-phdavephos,0.0,2.902231715796373,15.85277401978822,7.714602533530348,12.98756536802325,-23.09172430715216,-23.296292423413153,-16.037261830743287,-23.563611496394735,-19.223755377676,13.803955306032098,-3.2122214390511825,13.536636233050515,3.770704947244108,13.91690702687358,-2.788024975980279,-2.3456307363507225,13.71233891004187,-4.046181644416737,-3.920052222915046,15.490073494463292,-5.377756931143336,-15.764922681863258,23.118707218245238,3.8949518405692403,20.739190965585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,0.0,15.85277401978822,02-ts-rxt-c1,15.490073494463292,20-ts-t3-t4,02-ts-rxt-c1,0.3627005253249269,16.302099168130834,16.302099168130834,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-0.4493251483426146,15.472769753627611,15.490073494463292,20-ts-t3-t4,02-ts-rxt-c1,0.3627005253249269,15.236650846968079,15.490073494463292,20-ts-t3-t4,02-ts-rxt-c1,0.3627005253249269
3m-cyjohnphos,0.0,0.32222615982673875,15.856852832739818,4.98587721166244,9.120537703776801,-26.712768223838996,-26.61299420365772,-20.812923338190757,-26.76171396898528,-20.45712541751155,10.291470543490245,-6.693958233005404,8.152290452147792,1.4203678898812726,14.637601757082036,-4.807664495580429,-1.2528228365102485,11.708387130192584,-3.280933735187778,-4.8108020427315985,15.330999821311082,-9.81958335253552,-21.486241096543157,11.478718631015068,1.964418679010095,20.31530825854186,,,,,,,,13.197467316210451,3.6775197785343705,17.689180748549347,20.042969109091118,5.718808377872109,19.09103710641492,0.8223512791370059,9.771265117732618,-25.61023392651725,-32.029656727579734,2.8466971203199853,10.19859912795469,-22.25054774111312,-25.873160432231618,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.22637715037622,,,,,,,,,,,,,,0.0,5.579501254568775,15.511095064998933,3.037460026148107,10.742649916512796,-27.667837774807797,-25.389350561303445,-20.00469102494367,-24.211515116373562,-17.777659596246973,12.970936365325539,-4.014492411740828,4.051515476342947,10.910194968742388,2.5756129898438536,15.32597974484192,2.4620337598004234,6.409696403581214,16.234613588042944,0.4784760401433964,-2.1313362208963054,18.010465643146375,-7.140117531270944,,,,,,,,,,,,,,,0.106,0.0057,15.856852832739818,02-ts-rxt-c1,15.330999821311082,20-ts-t3-t4,02-ts-rxt-c1,0.5258530114287367,14.298147388281548,15.330999821311082,20-ts-t3-t4,02-ts-rxt-c1,0.5258530114287367,13.468817973778325,15.330999821311082,20-ts-t3-t4,02-ts-rxt-c1,0.5258530114287367,13.232699067118793,15.330999821311082,20-ts-t3-t4,02-ts-rxt-c1,0.5258530114287367
3n-cymephos,0.0,1.3293790036637092,15.360492770353384,6.774279457653415,10.305903262554349,-27.200970661463664,-26.14047950464248,-20.288325346307346,-25.89198571913365,-19.929389877906253,12.731227713209702,-2.3986552938778876,13.641744084587284,1.2214473592913875,12.807783879221729,-4.260476158729721,2.0560350744296056,11.735997550487612,-2.2486805084342856,-4.263613707022324,15.322842196549317,-8.881456560292195,-20.399394538401555,12.578115380044213,14.41860092004479,20.430770016761848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.0276,15.360492770353384,02-ts-rxt-c1,15.322842196549317,20-ts-t3-t4,02-ts-rxt-c1,0.03765057380406667,14.325757808576576,15.322842196549317,20-ts-t3-t4,02-ts-rxt-c1,0.03765057380406667,13.496428394073353,15.322842196549317,20-ts-t3-t4,02-ts-rxt-c1,0.03765057380406667,13.26030948741382,15.322842196549317,20-ts-t3-t4,02-ts-rxt-c1,0.03765057380406667
3o-davephos,0.0,1.7978148902980668,17.96308867129032,6.959081022924096,12.841355640644913,-26.174678776409046,-23.625734942771942,-16.056714626847267,-22.06700119481705,-19.8405972753223,12.307972514227076,-1.5217106833527736,13.761284655758871,1.7011784178386784,13.130637547679699,-4.842491276548942,2.008030592800885,16.849886711257582,-3.3716088670897264,-4.317893284094817,17.0839477771316,-9.64607695974849,-15.480660850726919,19.991199569967847,14.979280712442039,18.500864364404652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.0323,17.96308867129032,02-ts-rxt-c1,17.0839477771316,20-ts-t3-t4,02-ts-rxt-c1,0.87914089415872,19.439646969346548,19.439646969346548,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-1.4765582980562293,18.610317554843324,18.610317554843324,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-0.6472288835530051,18.37419864818379,18.37419864818379,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-0.41110997689347073
3p-sphos,0.0,2.5065869382502095,18.24829176594422,6.660700226468552,15.275778979008876,-27.805262368793137,-22.103710504532835,-13.398897885320276,-19.693446283855682,-20.697461579970767,14.309414256697858,-0.738264997565162,14.571085742866899,2.97282654125096,15.251933615637682,-2.128198673745136,2.3534746056554376,15.3228421959786,1.3783247488099923,-1.0256643764233884,17.96089238765671,-7.605729625069747,-15.071838372520546,16.24590875938516,17.344677999212358,22.77200818584536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.0029,18.24829176594422,02-ts-rxt-c1,17.96089238765671,20-ts-t3-t4,02-ts-rxt-c1,0.2873993782875104,17.912602454067564,17.96089238765671,20-ts-t3-t4,02-ts-rxt-c1,0.2873993782875104,17.083273039564343,17.96089238765671,20-ts-t3-t4,02-ts-rxt-c1,0.2873993782875104,16.84715413290481,17.96089238765671,20-ts-t3-t4,02-ts-rxt-c1,0.2873993782875104
3q-ruphos,0.0,1.037273302651937,16.484048637640054,6.856796964222882,13.459452557265825,-30.28172884822838,-25.21772669669297,-17.380132289953533,-21.585701362408816,-19.853147466209844,12.725893881283492,-0.7536389818589772,11.846125477922824,0.8898085562989904,12.703303536886908,-4.026728848312756,-0.6777103250488969,16.135153322177285,-4.843746295523553,-4.24949474170312,17.09524294904453,-10.632521988506868,-16.472125955954457,13.670923279313971,3.5178185944680616,20.310601936388316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0175,16.484048637640054,02-ts-rxt-c1,17.09524294904453,20-ts-t3-t4,20-ts-t3-t4,-0.6111943114044749,18.72491358026625,18.72491358026625,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-2.240864942626196,17.895584165763026,17.895584165763026,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-1.4115355281229718,17.65946525910349,17.65946525910349,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-1.1754166214634374
3r-xphos,0.0,2.6443252865511657,15.791905592956338,9.59336615653694,13.96208771509603,-23.540393642225485,-19.068133006561286,-14.324788240991673,-19.246973231274527,-15.347001314236127,13.603152246694938,0.739833771426105,11.96535229420808,1.4897076957905322,13.179583293396698,-6.4639759800829895,-3.112447418869908,15.32817602790481,-4.170428537171153,-6.607048159739439,13.56801171141081,-8.781996295567968,-11.165905114924705,20.031987690923085,11.19979063123422,16.241202437802333,,,,,,,,10.877878226293815,2.1391800907717373,17.789896032248187,21.785249402200648,3.2768549233776127,22.787382170139175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,0.0278,15.791905592956338,02-ts-rxt-c1,15.32817602790481,17-ts-t2-t3,02-ts-rxt-c1,0.46372956505152807,17.917936285993775,17.917936285993775,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-2.1260306930374373,17.08860687149055,17.08860687149055,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-1.2967012785342131,16.852487964831017,16.852487964831017,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-1.0605823718746787
3s-brettphos,0.0,1.289532145655319,18.101140773906888,8.444396151447414,15.519566443505596,-27.715842256436517,-24.382511472352807,-20.035125239215684,-21.818507409878933,-14.53374892451988,14.017308556256802,-1.4514296127845183,15.00375358501518,1.0121729203061316,14.30219789659509,0.1374245934146244,3.898716897493074,13.328303058724256,-0.397841061750487,-8.043417543116474,16.540524497775436,-8.369095004980714,-13.701043738128938,16.331563814247232,4.593369980696729,20.276088909735417,,,,,,,,7.624241156514731,-2.318647825828359,14.46723291087546,20.755506213967095,1.9672424712749326,22.30419980841295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.0277,18.101140773906888,02-ts-rxt-c1,16.540524497775436,20-ts-t3-t4,02-ts-rxt-c1,1.5606162761314515,15.91806331681322,16.540524497775436,20-ts-t3-t4,02-ts-rxt-c1,1.5606162761314515,15.088733902309997,16.540524497775436,20-ts-t3-t4,02-ts-rxt-c1,1.5606162761314515,14.852614995650464,16.540524497775436,20-ts-t3-t4,02-ts-rxt-c1,1.5606162761314515
3t-tbujohnphos,0.0,2.128198673745136,15.721310767501752,12.377939830479717,16.97570237844366,-24.496404457282566,-20.92273751188107,-10.761475202844114,-17.43817692394986,-16.869653262247898,17.255571642312788,4.731735839341066,14.052762846997979,2.3986552944486044,14.144379242988206,-3.595943534341032,1.6588215230224994,13.131578812338693,1.2597254422974011,-4.3583676501637205,14.3075317285213,-8.270889758089666,-13.371914973656478,23.309156369757744,11.887854864107773,21.08965505547943,,,,,,,,,,,,,,15.139609405139579,32.953978310531625,-0.7037519714829815,-1.6914520192159714,15.193575227611099,31.774260337425183,1.2013670534147431,-21.816311125103894,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.097681823264452,,,,,,,,,,,,,,0.0,10.806655891066564,21.336266312240987,14.596813634985368,20.068069490866208,-18.71013880281919,-11.82133885046335,-8.070714209095886,-15.94972424713394,-14.190187440412602,19.93503746414808,7.411201661176359,3.9316611497143112,16.932404218397767,6.8081649733922145,15.190437679033137,0.1170305326516481,5.588913898305151,18.497413061796433,2.0202670288020976,-1.678901828328427,16.986997549785876,-5.591423936825089,,,,,,,,,,,,,,,0.7,0.0155,16.97570237844366,04-ts-c1-c2,14.3075317285213,20-ts-t3-t4,04-ts-c1-c2,2.668170649922361,15.721339070427657,15.721339070427657,17-ts-t2-t3-corr_1.0,04-ts-c1-c2,1.2543633080160035,14.892009655924435,14.892009655924435,17-ts-t2-t3-corr_3.5,04-ts-c1-c2,2.083692722519226,14.655890749264902,14.655890749264902,17-ts-t2-t3-corr_5.0,04-ts-c1-c2,2.3198116291787585
3u-tbumephos,0.0,1.557792483295897,14.908058377214788,12.223572478339618,16.304267148553176,-23.88270010764351,-18.557653979426366,-9.866019060874015,-18.080119204227323,-16.137977115298195,14.531552640886273,2.5373349065524815,14.51649241147879,3.269638563560203,14.096061006187796,-3.763488587426698,0.959775872266272,12.714912463971531,-5.205505557045558,-4.782564113519983,14.069078095094715,-9.440567579113859,-11.614260695682418,23.186792005179885,13.932908520369343,20.542466718343363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,0.0087,16.304267148553176,04-ts-c1-c2,14.51649241147879,12-ts-rxt-t1,04-ts-c1-c2,1.7877747370743862,15.304672722060495,15.304672722060495,17-ts-t2-t3-corr_1.0,04-ts-c1-c2,0.9995944264926813,14.475343307557273,14.51649241147879,12-ts-rxt-t1,04-ts-c1-c2,1.7877747370743862,14.23922440089774,14.51649241147879,12-ts-rxt-t1,04-ts-c1-c2,1.7877747370743862
3v-tbudavephos,0.0,5.0128601221848035,17.637097455110464,14.126808975060785,18.658683019152967,-22.300120996602782,-18.02301583403392,-9.39664190958066,-14.95198404589191,-14.920608568102333,17.142619921471304,5.155932301841252,15.562550848665156,3.6354766374630905,15.79598440533722,-2.3214716175224797,3.7045026890567345,15.962901948364864,2.010854386207156,-3.2790512064405033,15.534312918597463,-7.418731775594742,-5.6730001787355615,23.134708712311717,7.643380198873814,27.290704529277335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,0.0277,18.658683019152967,04-ts-c1-c2,15.962901948364864,17-ts-t2-t3,04-ts-c1-c2,2.6957810707881027,18.552662206453828,18.552662206453828,17-ts-t2-t3-corr_1.0,04-ts-c1-c2,0.1060208126991391,17.723332791950607,17.723332791950607,17-ts-t2-t3-corr_3.5,04-ts-c1-c2,0.9353502272023597,17.487213885291073,17.487213885291073,17-ts-t2-t3-corr_5.0,04-ts-c1-c2,1.171469133861894
3w-tbuxphos,0.0,5.144009620155655,19.358356178255068,15.916466240597087,20.54246671862872,-17.521008185976378,-12.307031250138797,0.8813371772216112,-11.483738706913513,-11.636223530306337,22.915080366072523,8.683163540045689,17.758834308774222,5.108869084300811,14.807029338058904,-4.387233090574792,3.4641665271682327,14.960141670653675,-5.284571761862883,-7.089289256806669,14.333259620069052,-6.509470423191772,-6.4573871297528855,23.19683215811821,3.4641665271682327,24.217162703186105,,6.156810049663735,-4.515245040823759,5.277041646873783,5.624054433589278,-20.231849486171964,1.3431842135258647,13.841292124379116,1.9493584484611786,19.645755557113294,23.056897526183647,12.270008186107395,27.42561908474274,,,,,,,,,7.288209787396554,13.918475800734523,2.5103519957447595,-5.744536268849145,-9.269884978306306,12.372292244237892,-11.610495638187867,17.00519532748596,-9.886099366750658,22.392992411567622,-10.873171904710984,-0.9541282863098054,18.730846617897782,-4.53595285590235,-4.130581680304196,-8.075734285565048,-12.115640833967296,-14.781928955713097,12.512226876172456,-14.625051565623776,-8.368153740892435,9.018253645075587,-12.564937679384006,36.75292118784342,38.96049982043614,-0.4634158101651965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829,0.0117,20.54246671862872,04-ts-c1-c2,17.758834308774222,12-ts-rxt-t1,04-ts-c1-c2,2.783632409854498,17.54990192874264,17.758834308774222,12-ts-rxt-t1,04-ts-c1-c2,2.783632409854498,16.720572514239418,17.758834308774222,12-ts-rxt-t1,04-ts-c1-c2,2.783632409854498,16.484453607579884,17.758834308774222,12-ts-rxt-t1,04-ts-c1-c2,2.783632409854498
3x-tbubrettphos,0.0,1.3698533703033298,21.073026051640287,13.721124044005581,19.263915990000005,-21.951539435455626,-16.430082815453893,-10.944394239938235,-14.761534894379405,-16.09624772882789,20.355782624610764,8.278733627965098,14.895194430870196,1.0033877869131371,10.662642447892551,-7.749115559041812,3.981548160090307,23.03901350394061,5.49447370947937,-10.568516013382386,10.560358389191338,-7.7459780113199255,-7.672559393029784,22.525710683970132,9.560735659772751,23.579926744776827,-0.4078812141180926,2.2866448376954005,-11.009655233466614,1.2054458652249083,1.121987093425728,-28.337076720208596,-2.9838079582775614,,,,,,,,,,,,,,,-2.590986973566952,18.171421845616578,-0.36583807304681226,-13.463217614189658,-13.316380377609375,9.40009321218888,-15.30935074043206,12.867083532763383,-12.269066921448399,15.357041467745166,-12.993212954265074,-4.7301670649094065,14.086334607850446,-6.448288240332126,-2.7095862806502597,-11.759529158401758,-13.047178775880518,-18.425563217367234,8.183352175051038,-19.094488407881705,-12.11156202215713,6.273213073684152,-16.489696223311164,33.50461794941983,37.67630150613631,6.530491993156695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.0833,21.073026051640287,02-ts-rxt-c1,23.03901350394061,17-ts-t2-t3,17-ts-t2-t3,-1.9659874523003218,25.628773762029574,25.628773762029574,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-4.555747710389287,24.79944434752635,24.79944434752635,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-3.726418295886063,24.563325440866816,24.563325440866816,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-3.4902993892265286
3y-me4tbuxphos,0.0,2.121609823415032,19.20053752407747,12.903479087592839,19.709447777351446,-20.01441742299566,-15.857166587055433,-6.855541945248271,-11.494720123940114,-9.467864244807911,20.069638265297865,8.370350024526042,15.253502390640058,3.883029158883643,13.740576840109561,-8.370350023955325,-2.7491193832016014,22.448527007614725,6.245602653389124,-9.170424713011364,11.286386950755286,-9.801071821090536,-7.513171964420524,26.102515177093515,6.667289077940089,23.38853632917604,0.3332075768533401,4.118345243732267,-12.402098948166527,2.072036568496085,2.3217853729795284,-29.167899377852265,-1.443271988593471,,,,,,,,,,,,,,,0.3124997612040319,17.530107074826418,-2.3945764814970056,-0.9142814294428486,-11.329685109659746,9.065630616931644,-11.84926302564471,13.94765499546121,-14.29466778160599,18.205307361926096,-10.085961161428823,-1.6484676140564118,22.278471916865197,-3.904991992936846,-1.7651843929631614,-9.441508842916779,-13.653353011386548,-18.19840475613894,12.813117710577222,-17.745970363000346,-12.158625238556139,6.9440207935166125,-16.37799952201501,32.87585337008794,34.745204350499584,9.847507528858314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343,0.0884,19.709447777351446,04-ts-c1-c2,22.448527007614725,17-ts-t2-t3,17-ts-t2-t3,-2.739079230263279,25.03828726570369,25.03828726570369,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-5.328839488352244,24.208957851200466,24.208957851200466,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-4.49951007384902,23.972838944540932,23.972838944540932,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-4.263391167189486
3z-adjohnphos,0.0,0.9381267922433263,14.410757050740076,12.211336041767689,14.960455425540006,-25.432334966463003,-22.33306524882402,-12.169292901837842,-18.520317160508633,-17.68070936890125,15.71723195512087,3.4820505494112703,14.121475143134575,5.416662523922014,15.066504541165052,-4.100147466602898,0.5252255016560726,13.684728489176127,0.8389802818347156,-4.553836878716104,14.657995817274296,-7.555215104921087,-12.838218092923027,22.577166467636356,12.939247132078913,20.604276410119596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,0.0009,14.960455425540006,04-ts-c1-c2,15.066504541165052,14-ts-t1-t2,14-ts-t1-t2,-0.10604911562504604,16.274488747265092,16.274488747265092,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-1.314033321725086,15.445159332761868,15.445159332761868,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-0.48470390722186174,15.209040426102336,15.209040426102336,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-0.24858500056232913
6cn3e-pcy3,0.0,1.3460080069321354,15.92933018694168,6.397459967009285,11.223008484832752,-25.555954349444754,-22.623602174833415,-15.690249044027789,-22.150459966045513,-17.9706187857087,11.475267327836134,-0.5013801382848783,10.673937619805484,4.59023243354556,15.961333174503922,0.3721131696320177,4.95858054511231,16.10754290188226,8.031494861430877,0.933734225546829,19.67556226104193,-6.1345334607241995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.10604529089454,17.40021259525946,11.4639721559232,13.200918618247954,-22.377618427273806,-20.215220482903536,-14.78600776809398,-20.360802701079926,-15.483798399019522,13.962087714525314,1.9854402478335853,1.2813745220349886,11.565001195079086,4.72702951718752,17.965598708668825,7.788648661593153,8.5040095598754,22.331182719506028,5.328183675653673,3.420554612806726,22.16238264773111,-3.6477130740350194,,,,,,,,,,,,,,,0.058,0.009,15.92933018694168,02-ts-rxt-c1,19.67556226104193,20-ts-t3-t4,20-ts-t3-t4,-3.7462320741002486,18.697303159971224,19.67556226104193,20-ts-t3-t4,20-ts-t3-t4,-3.7462320741002486,17.867973745468,19.67556226104193,20-ts-t3-t4,20-ts-t3-t4,-3.7462320741002486,17.631854838808465,19.67556226104193,20-ts-t3-t4,20-ts-t3-t4,-3.7462320741002486
