kraken_ID,name,SMILES,dipolemoment_boltz,dipolemoment_delta,dipolemoment_max,dipolemoment_min,dipolemoment_vburminconf,E_oxidation_boltz,E_reduction_boltz,E_solv_cds_boltz,E_solv_elstat_boltz,E_solv_total_boltz,efg_amp_P_boltz,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_eta_boltz,fmo_mu_boltz,fmo_omega_boltz,fukui_m_boltz,fukui_p_boltz,nbo_bd_e_avg_boltz,nbo_bd_e_max_boltz,nbo_bd_occ_avg_boltz,nbo_bd_occ_min_boltz,nbo_bds_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_lp_P_e_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_percent_s_boltz,nbo_P_boltz,nbo_P_ra_boltz,nbo_P_rc_boltz,nmr_P_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,nuesp_P_boltz,Pint_dP_boltz,Pint_P_int_boltz,Pint_P_max_boltz,Pint_P_min_boltz,pyr_alpha_boltz,pyr_alpha_delta,pyr_alpha_max,pyr_alpha_min,pyr_alpha_vburminconf,pyr_P_boltz,pyr_P_delta,pyr_P_max,pyr_P_min,pyr_P_vburminconf,qpole_amp_boltz,qpole_amp_delta,qpole_amp_max,qpole_amp_min,qpole_amp_vburminconf,qpoletens_xx_boltz,qpoletens_xx_delta,qpoletens_xx_max,qpoletens_xx_min,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_delta,qpoletens_yy_max,qpoletens_yy_min,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_delta,qpoletens_zz_max,qpoletens_zz_min,qpoletens_zz_vburminconf,somo_ra_boltz,somo_rc_boltz,sphericity_boltz,spindens_P_ra_boltz,spindens_P_rc_boltz,sterimol_B1_boltz,sterimol_B1_delta,sterimol_B1_max,sterimol_B1_min,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_delta,sterimol_B5_max,sterimol_B5_min,sterimol_B5_vburminconf,sterimol_burB1_boltz,sterimol_burB1_delta,sterimol_burB1_max,sterimol_burB1_min,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_delta,sterimol_burB5_max,sterimol_burB5_min,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_delta,sterimol_burL_max,sterimol_burL_min,sterimol_burL_vburminconf,sterimol_L_boltz,sterimol_L_delta,sterimol_L_max,sterimol_L_min,sterimol_L_vburminconf,surface_area_boltz,vbur_far_vbur_boltz,vbur_far_vbur_delta,vbur_far_vbur_max,vbur_far_vbur_min,vbur_far_vbur_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_delta,vbur_far_vtot_max,vbur_far_vtot_min,vbur_far_vtot_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_delta,vbur_near_vbur_max,vbur_near_vbur_min,vbur_near_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_delta,vbur_near_vtot_max,vbur_near_vtot_min,vbur_near_vtot_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_delta,vbur_ovbur_max_max,vbur_ovbur_max_min,vbur_ovbur_max_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_delta,vbur_ovbur_min_max,vbur_ovbur_min_min,vbur_ovbur_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_delta,vbur_ovtot_max_max,vbur_ovtot_max_min,vbur_ovtot_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_delta,vbur_ovtot_min_max,vbur_ovtot_min_min,vbur_ovtot_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_delta,vbur_qvbur_max_max,vbur_qvbur_max_min,vbur_qvbur_max_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_delta,vbur_qvbur_min_max,vbur_qvbur_min_min,vbur_qvbur_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_delta,vbur_qvtot_max_max,vbur_qvtot_max_min,vbur_qvtot_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_delta,vbur_qvtot_min_max,vbur_qvtot_min_min,vbur_qvtot_min_vburminconf,vbur_ratio_vbur_vtot_boltz,vbur_vbur_boltz,vbur_vbur_delta,vbur_vbur_max,vbur_vbur_min,vbur_vbur_vburminconf,vbur_vtot_boltz,vmin_r_boltz,vmin_vmin_boltz,volume_boltz
22,9h-pme3,CP(C)C,1.228758318,0,1.228758318,1.228758318,1.228758318,0.3104904,0.0886451,0.15,-2.513828173,-2.363828173,1.79363519,-0.73227,-0.732227,1.464497,-0.23527,0.04167,0.27694,-0.0968,0.016917455,0.60455,0.03144,-0.462906667,-0.4629,1.98041,1.98041,0.201196667,0.20119,0.019276667,0.01928,-0.32085,1.95398,53.75,0.74501,0.71357,1.34956,357.4174,340.1732,366.008,366.0709,-54.189884,2.82,15.25,24.45,11.59,13.77150898,0,13.77150898,13.77150898,13.77150898,0.959551933,0,0.959551933,0.959551933,0.959551933,2.673718738,0,2.673718738,2.673718738,2.673718738,1.091758018,0,1.091758018,1.091758018,1.091758018,1.091324142,0,1.091324142,1.091324142,1.091324142,-2.18308216,0,-2.18308216,-2.18308216,-2.18308216,0.13584,-0.52427,0.896279,0.00423,0.80237,2.970289708,0,2.970289708,2.970289708,2.970289708,3.481564891,0,3.481564891,3.481564891,3.481564891,2.970289708,0,2.970289708,2.970289708,2.970289708,3.481564891,0,3.481564891,3.481564891,3.481564891,5.764627134,0,5.764627134,5.764627134,5.764627134,5.764627134,0,5.764627134,5.764627134,5.764627134,134.61883,0,0,0,0,0,0,0,0,0,0,0.711215165,0,0.711215165,0.711215165,0.711215165,4.643452037,0,4.643452037,4.643452037,4.643452037,39.74228506,0,39.74228506,39.74228506,39.74228506,97.0910566,0,97.0910566,97.0910566,97.0910566,10.2917018,0,10.2917018,10.2917018,10.2917018,0,0,0,0,0,26.5944509,0,26.5944509,26.5944509,26.5944509,0,0,0,0,0,10.2917018,0,10.2917018,10.2917018,10.2917018,9.580486635,0,9.580486635,9.580486635,9.580486635,26.5944509,0,26.5944509,26.5944509,26.5944509,21.94870451,0,21.94870451,21.94870451,21.94870451,0.405615486,39.74228506,0,39.74228506,39.74228506,39.74228506,97.98019652,1.820162316,-0.0605704,124.62283
30,2i-ptbu2cy,CC(C)(C)P(C1CCCCC1)C(C)(C)C,1.136436628,0.062542629,1.189465179,1.12692255,1.189465179,0.27273318,0.072241814,-5.115629721,-3.605989063,-8.721618784,1.733973841,-0.718291069,-0.697440576,1.415732587,-0.216838972,0.033656057,0.250495029,-0.091591457,0.016744957,0.629386761,0.02031716,-0.43656051,-0.431535718,1.949636648,1.943123105,0.191237797,0.184769515,0.046773957,0.054158098,-0.29040992,1.932417902,49.33849468,0.770485769,0.750168609,1.39987253,241.7788574,207.1507421,225.2080381,292.9777924,-54.20056022,3.067422281,18.13179133,31.15056375,12.70093206,28.21776047,4.484429636,29.34153153,24.8571019,24.8571019,0.843092138,0.041664508,0.874640158,0.83297565,0.874640158,3.213320538,0.470671711,3.36818758,2.897515869,2.90878771,1.57560043,0.35468874,1.633201267,1.278512527,1.444361849,1.028662018,0.279231989,1.189805518,0.91057353,0.91057353,-2.604262448,0.382008883,-2.354935379,-2.736944262,-2.354935379,0.11025774,-0.431334326,0.844965034,0.025736961,0.806980542,3.984986929,0.094008478,4.077447158,3.98343868,4.077447158,6.575061096,0.303559471,6.799015471,6.495456001,6.79090402,3.984986929,0.094008478,4.077447158,3.98343868,4.077447158,6.20657205,0.35570583,6.450931346,6.095225516,6.423807509,7.083345334,0.449157953,7.146336491,6.697178538,6.707379114,7.488961826,0.799000049,7.496178587,6.697178538,6.707379114,284.5384425,0,0,0,0,0,0,0,0,0,0,3.197172095,2.1346914,4.857181215,2.722489816,3.973391782,51.8334169,22.59944548,52.91292173,30.31347624,30.31347624,64.00221492,2.715168483,64.27293283,61.55776434,61.55776434,276.613689,1.123921598,277.7029802,276.5790586,276.9350708,18.27796944,0.875422196,18.39746287,17.52204068,17.52204068,0,0,0,0,0,103.1009635,11.80068611,103.9509281,92.15024203,92.15024203,0,0,0,0,0,18.27796944,0.875422196,18.39746287,17.52204068,17.52204068,14.09328868,2.337596903,14.29856253,11.96096563,13.54864889,103.1009635,11.80068611,103.9509281,92.15024203,92.15024203,51.26395037,4.004975641,54.44485157,50.43987593,53.45718372,0.230425566,64.00221492,2.715168483,64.27293283,61.55776434,61.55776434,277.7563395,1.782725937,-0.067773247,350.5435447
32,2h-pcy2tbu,CC(C)(C)P(C1CCCCC1)C1CCCCC1,1.214170065,0.146272308,1.258888446,1.112616137,1.222418153,0.274460413,0.069944466,-6.858884132,-3.55340222,-10.41228635,1.698631593,-0.713951138,-0.67271542,1.386667149,-0.219144995,0.032404274,0.251549269,-0.09337036,0.017330087,0.608631067,0.026623135,-0.436929809,-0.427928495,1.954314112,1.943456206,0.196409085,0.183342272,0.038844965,0.050559381,-0.296954917,1.939447061,50.56840951,0.768605659,0.741982524,1.377236726,266.0035554,226.0597716,259.1998615,312.7510541,-54.20158083,3.417590443,18.52897748,30.37103293,12.60064747,23.27581565,9.754656721,28.98376572,19.229109,28.98376572,0.889988074,0.086293676,0.923087975,0.836794299,0.836794299,3.296172503,1.464676883,3.67382308,2.209146197,3.67382308,1.643125243,0.770696034,1.823176081,1.052480047,1.688889634,1.020452755,0.675674622,1.342385475,0.666710853,1.302466188,-2.663577997,1.206523216,-1.784832607,-2.991355822,-2.991355822,0.106744766,-0.426158476,0.810027585,0.025087508,0.788718391,4.04029665,0.545047484,4.265883616,3.720836132,4.111594416,6.76157267,0.405392529,6.851729633,6.446337104,6.582163817,4.033252444,0.533974784,4.254810916,3.720836132,4.111594416,6.366420863,0.370394096,6.462962415,6.092568319,6.142228678,7.120916863,0.657212486,7.187777928,6.530565442,6.971933487,7.552159447,0.908208482,7.607634179,6.699425696,7.438119674,314.0448848,0.310994492,5.118657379,5.118657379,0,0,0.675818986,10.416007,10.416007,0,0,4.44093489,9.805356136,11.572935,1.767578866,5.687629511,52.16467277,20.20073005,56.74205302,36.54132297,45.35486341,60.21600021,11.2800817,68.80065408,57.52057238,57.52057238,299.9695027,14.2911996,301.8664961,287.5752965,301.8414711,17.23720676,5.284956219,21.33645495,16.05149873,17.64754924,0,0,0,0,0,101.8360996,9.887423264,103.8194027,93.93197946,97.82955027,0,0,0,0,0,17.50814425,9.762474045,25.81397278,16.05149873,17.64754924,12.30750407,2.402442991,14.32366424,11.92122125,11.95991972,101.8361151,9.887423264,103.8194027,93.93197946,97.82955027,48.25011943,10.54894944,56.1729419,45.62399246,51.12638104,0.200595824,60.52699471,14.90727904,72.42785142,57.52057238,57.52057238,301.738832,1.781811298,-0.066849648,381.4974549
42,3k-tbujohnphos,CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,1.002944545,0.404868125,1.407256216,1.002388091,1.380969794,0.264474631,0.016017104,-6.827941024,-6.434172981,-13.262114,1.846816605,-0.849851949,-0.653812507,1.503664456,-0.215938504,-0.030007941,0.185930563,-0.122973222,0.040666859,0.503940066,0.015880067,-0.444563763,-0.431776385,1.944672922,1.935152774,0.199656673,0.1832527,0.050614354,0.060888116,-0.29176311,1.924733834,49.92007618,0.781708762,0.765828694,1.285648828,275.931786,246.5839595,282.6009044,298.6103738,-54.19677354,3.79802439,19.42600838,34.88070327,13.54806688,26.52338725,9.906165649,36.29501036,26.38884471,32.94498786,0.858996205,0.102770933,0.860114341,0.757343407,0.792528823,4.646420667,0.638617489,5.159026889,4.5204094,4.595207133,2.408130462,1.039536635,3.16412322,2.124586585,3.16412322,1.326934307,1.387312732,1.55144913,0.164136398,0.164136398,-3.735064769,0.694829459,-3.328259619,-4.023089078,-3.328259619,0.061826009,-0.37805546,0.798124467,0.0204144,0.62379933,3.918473602,0.195699661,4.001884221,3.80618456,4.001884221,6.326523168,0.477069028,6.786482291,6.309413263,6.710866592,3.918473602,0.195699661,4.001884221,3.80618456,4.001884221,6.0858687,0.226577721,6.310058583,6.083480862,6.249141954,7.19386528,1.083795445,8.274696657,7.190901212,7.434028343,7.654241668,2.640747796,10.27879649,7.638048689,9.832448217,341.7867658,25.36402353,25.79933011,26.07858665,0.279256543,0.279256543,61.42398583,63.27822868,63.42649966,0.148270982,0.148270982,24.80543996,21.56759988,25.49810957,3.930509692,5.709593509,104.7842581,48.3916104,111.6344049,63.24279448,63.24279448,72.25556729,6.701111121,72.94557422,66.2444631,66.2444631,290.3406954,65.58997562,355.0262245,289.4362489,349.6396813,22.11023054,3.220340431,22.22129029,19.00094986,19.69752236,0,0,0,0,0,111.113352,17.59265804,127.0540525,109.4613945,124.6353342,0,0,0,0,0,42.36677862,23.46905454,42.54635544,19.0773009,19.975733,15.42718067,1.247764253,15.51390374,14.26613949,14.26613949,165.1068248,43.09900808,167.7343422,124.6353342,124.6353342,55.10220433,7.307249307,62.39105469,55.08380538,56.36803291,0.275095598,97.61959082,32.50044123,99.02416088,66.52371964,66.52371964,354.8547495,1.814522259,-0.066672543,423.6547295
70,2f-pcpt3,C1CCC(P(C2CCCC2)C2CCCC2)C1,1.301924664,0.132694045,1.332618469,1.199924424,1.319719718,0.281155223,0.067332266,-7.269515886,-3.30625657,-10.57577246,1.628510552,-0.681839021,-0.647655212,1.32949414,-0.224223381,0.02774976,0.251973141,-0.098236811,0.019151356,0.594954352,0.046478516,-0.446027342,-0.444396046,1.961986608,1.960680935,0.211587752,0.210249773,0.031107183,0.03354152,-0.30439266,1.941569998,51.79628026,0.787692605,0.74121409,1.382646957,289.8039852,242.649256,296.7050081,330.0576465,-54.20141138,3.591957628,18.42595821,31.30303717,12.51781874,18.00482181,8.481880727,23.35107612,14.86919539,21.61908697,0.931965181,0.062741914,0.953147502,0.890405588,0.901450867,2.7325584,3.390839925,4.600174721,1.209334796,3.674869282,1.500889431,2.030818806,2.528941831,0.498123025,2.063219489,0.670753181,1.386336612,1.803703771,0.417367159,0.855100654,-2.171642612,2.762193748,-0.987404532,-3.74959828,-2.918320143,0.105884672,-0.448036951,0.802312146,0.052467932,0.772696333,3.96374798,1.540391207,4.640402045,3.100010837,3.698291044,6.053483723,0.448284191,6.07543897,5.627154779,6.009929132,3.823475057,1.6228988,4.640402045,3.017503244,3.517146835,6.053483723,0.448284191,6.07543897,5.627154779,6.009929132,6.867080096,1.576128645,7.255078692,5.678950047,7.044129368,7.206308094,2.030230432,7.709180479,5.678950047,7.475107929,299.0808536,0.024326084,5.113427856,5.113427856,0,0,0.039870714,7.37859542,7.37859542,0,0,3.166366659,10.43708255,11.33656055,0.899478003,3.363629369,34.16051001,39.07357366,52.34382459,13.27025093,33.68466016,54.75794561,21.49438655,74.13372191,52.63933536,52.63933536,277.9944064,9.90783597,279.1723884,269.2645525,279.0978952,15.13869635,6.811977015,21.29775648,14.48577946,15.02651217,2.35E-05,0.72794964,0.72794964,0,0,83.88937815,10.31606008,88.03403865,77.71797857,86.11267118,3.43E-05,0.963008292,0.963008292,0,0,15.16168911,10.54481073,25.03059019,14.48577946,15.02651217,11.43487656,8.421624278,18.28764288,9.866018606,11.61372528,83.88951166,8.676688914,88.03403865,79.35734974,86.11267118,45.94530266,28.55158049,61.07236195,32.52078147,44.51143437,0.196909725,54.7822717,26.60781441,79.24714977,52.63933536,52.63933536,278.2103207,1.800890219,-0.064760179,349.5026166
79,2e-pipr3,CC(C)P(C(C)C)C(C)C,1.282949901,0.363380847,1.432832832,1.069451984,1.069451984,0.285758099,0.076288722,-3.009952613,-3.275363295,-6.285315909,1.677052663,-0.705821983,-0.663251219,1.369073263,-0.224140848,0.032749859,0.256890707,-0.095695495,0.017825979,0.609463179,0.048841478,-0.441575233,-0.439915452,1.959037379,1.957366957,0.195223113,0.19155465,0.037009904,0.03914515,-0.306944453,1.946278264,52.0947122,0.739956529,0.691115051,1.349419708,274.9555528,238.1292584,274.2300426,312.5074272,-54.20080017,3.034997154,17.06126307,29.49732311,12.33062598,20.90629389,10.49861177,27.84038764,17.34177587,27.84038764,0.910182313,0.08836956,0.937206862,0.848837302,0.848837302,2.940026645,1.899427709,3.758748052,1.859320343,3.758748052,1.463747669,1.253036682,2.012664682,0.759628,1.536434578,0.901493326,1.071495668,1.532569544,0.461073875,1.532569544,-2.365240995,1.550875558,-1.518128563,-3.069004122,-3.069004122,0.118411641,-0.470332114,0.859070855,0.060591411,0.798262306,3.387400814,0.960917304,3.954868638,2.993951334,3.604426655,4.896527747,0.069109277,4.899877284,4.830768007,4.830768007,3.387400814,0.960917304,3.954868638,2.993951334,3.604426655,4.896527747,0.069109277,4.899877284,4.830768007,4.830768007,6.742231416,1.178799834,6.826509422,5.647709589,6.657275604,6.742231416,1.178799834,6.826509422,5.647709589,6.657275604,228.1615643,0,0,0,0,0,0,0,0,0,0,3.835069266,5.859157874,7.307735821,1.448577946,1.561535649,18.40593866,22.86648971,29.02541268,6.158922965,6.158922965,56.62406259,7.506457705,59.50151579,51.99505809,51.99505809,203.0681027,1.813327911,204.0717873,202.2584594,203.7040943,16.3810429,3.674263051,17.65173285,13.9774698,13.9774698,0,0,0,0,0,60.06933402,7.597608602,61.92134426,54.32373566,56.57324192,0,0,0,0,0,16.3810429,3.674263051,17.65173285,13.9774698,13.9774698,11.54903704,3.236029001,13.18885769,9.952828692,12.28101245,60.06933402,7.597608602,61.92134426,54.32373566,56.57324192,39.83014582,16.08093497,47.21582457,31.1348896,46.13908457,0.278151475,56.62406259,7.506457705,59.50151579,51.99505809,51.99505809,203.5706607,1.799271302,-0.064791344,258.0343221
89,3o-tbubrettphos,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,3.631128441,1.499195558,3.641427071,2.142231513,2.703294481,0.248913597,0.013146352,-7.081828802,-8.823752793,-15.90558159,1.895783487,-0.929695782,-0.606944455,1.536640208,-0.206349016,-0.028420012,0.177929004,-0.117384514,0.038721324,0.454932361,0.040043064,-0.437984619,-0.424687004,1.944052636,1.937386414,0.201898529,0.186825299,0.053507858,0.060932907,-0.280946283,1.916582333,49.33833309,0.785852376,0.745809312,1.240784737,256.6923543,225.4903415,257.8111321,286.7756865,-54.1994767,4.902034422,20.57317159,41.07235363,12.79656593,30.75856334,6.578041572,36.97536344,30.39732187,36.97536344,0.818823663,0.07659932,0.822175656,0.745576336,0.745576336,11.1584597,3.294603658,13.84184134,10.54723768,11.54637596,8.357796003,3.135366028,11.00120212,7.865836091,9.206455975,-1.03805498,2.736497553,-0.521682995,-3.258180547,-2.84531014,-7.319741023,1.495246921,-6.361145835,-7.856392756,-6.361145835,0.054665684,-0.331971839,0.733232762,0.041516823,0.568263603,3.88904448,0.048464157,3.904676276,3.856212119,3.868698395,8.149436804,0.393906893,8.189640443,7.79573355,8.189640443,3.88904448,0.048464157,3.904676276,3.856212119,3.868698395,7.528170993,0.634131475,7.758184457,7.124052982,7.124052982,7.127244798,0.094895053,7.165717641,7.070822588,7.074700353,8.66096671,1.304190615,9.883299181,8.579108566,9.883299181,512.4842301,43.18269995,44.57854818,50.34148283,5.762934646,5.762934646,158.3590338,153.8267064,167.9694797,14.14277329,14.14277329,22.46268779,13.28194321,25.10694123,11.82499802,11.82499802,170.8738585,35.47704873,195.6086809,160.1316322,161.2938019,78.50076094,6.124817657,79.25028748,73.12546982,73.12546982,401.2936569,154.21064,551.8808179,397.6701779,551.8808179,22.35188258,1.513424035,22.43151712,20.91809309,20.91809309,0.054544275,0.502034234,0.502034234,0,0,181.8645646,81.75300532,254.2826378,172.5296325,254.2826378,0.023452085,0.497770707,0.497770707,0,0,44.14621519,17.87137283,44.48337086,26.61199803,26.61199803,16.22710328,1.545847079,16.33284708,14.78700001,14.78700001,275.6310466,32.24150498,286.5292184,254.2877134,254.2877134,58.09499691,14.85971641,68.54758176,53.68786535,68.54758176,0.214838144,121.6834609,49.98796706,128.8763715,78.88840447,78.88840447,566.3957071,1.807322827,-0.073437101,684.9470455
90,3n-tbuxphos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,1.119257421,0.273955204,1.185049967,0.911094763,0.911094763,0.260328164,0.014536803,-8.215500756,-7.17799812,-15.39349888,1.817337362,-0.833482546,-0.646431524,1.479914646,-0.217078277,-0.028907645,0.188170633,-0.122992961,0.040195659,0.403933636,0.042116781,-0.44329093,-0.431208445,1.944335281,1.934873937,0.1985914,0.181330501,0.050213937,0.058918688,-0.293411707,1.923716493,50.17516704,0.782719636,0.740602855,1.186653272,271.3192114,245.0808055,272.244164,296.6325819,-54.19499359,4.669336501,20.3025624,40.16590842,12.73000676,25.97015926,1.042522615,26.97541562,25.932893,26.3613123,0.865591665,0.009633657,0.865933925,0.856300269,0.86265934,4.582341647,0.487336648,4.759715726,4.272379079,4.599605274,3.583383945,0.395976001,3.705624252,3.309648251,3.70312568,-0.859928973,0.609751216,-0.700212734,-1.30996395,-1.30996395,-2.723454972,0.473903113,-2.39316173,-2.867064843,-2.39316173,0.057400103,-0.364024739,0.747087257,0.047494708,0.506759488,3.929625798,0.060761821,3.988085318,3.927323497,3.988085318,7.760101863,0.344236637,8.010692937,7.6664563,7.6664563,3.929625798,0.060761821,3.988085318,3.927323497,3.988085318,7.714487114,1.220173309,7.805641584,6.585468275,7.013850595,7.073571378,0.143903998,7.078593438,6.934689441,6.934689441,7.511755362,0.206571555,7.536993145,7.330421591,7.330421591,471.520607,36.96596982,17.80234312,44.28046536,26.47812223,26.47812223,148.6895109,13.60721879,150.5713752,136.9641564,136.9641564,23.77316726,4.611393622,24.00874134,19.39734772,19.39734772,169.6441293,17.57570074,176.248505,158.6728042,176.248505,76.32973878,1.730972203,76.77463116,75.04365896,75.40240426,359.956768,11.33630652,368.9197608,357.5834543,368.9197608,22.30232256,0.127600368,22.34470704,22.21710667,22.24952971,0,0,0,0,0,152.9576693,10.38752639,163.1587774,152.771251,158.3968936,0,0,0,0,0,42.32947625,3.93469331,43.26593784,39.33124453,39.33124453,15.17582596,0.838815533,15.55783174,14.7190162,14.7190162,251.5964169,8.417588231,255.6717457,247.2541575,250.5994676,55.89064598,2.06091153,56.75084207,54.68993054,54.82834205,0.221601383,113.2957086,19.14005518,121.0205817,101.8805265,101.8805265,511.2593132,1.810216318,-0.064408457,621.7007089
102,3j-brettphos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,3.717408433,1.4334134,3.843556027,2.410142627,2.985846638,0.251268162,0.014957577,-10.59386692,-8.979833343,-19.57370026,1.815189224,-0.90737581,-0.561165187,1.468540998,-0.210196618,-0.02551457,0.184682048,-0.117855594,0.037606591,0.375515314,0.039626669,-0.439949536,-0.430054644,1.953028757,1.951033343,0.217130799,0.206344764,0.034982922,0.037697624,-0.292564035,1.932007622,51.45906016,0.792585541,0.752958872,1.168100855,296.1048333,267.5167933,293.7600285,327.0376455,-54.20311189,5.150797767,20.88653219,40.490616,12.82127116,20.38029942,10.68974884,28.68710084,17.99735201,22.97536203,0.913857822,0.093865146,0.932176399,0.838311253,0.89069298,10.74367927,3.963438076,14.04792668,10.0844886,12.86448328,7.775805905,3.89108035,11.14926731,7.258186955,9.981330091,-0.374358843,3.073458977,-0.168257856,-3.241716833,-2.157424457,-7.401447062,1.662518691,-6.996213433,-8.658732124,-7.823905635,0.055145466,-0.331429052,0.69003181,0.045228894,0.485141658,4.882262639,0.86100806,5.157418414,4.296410353,4.96477375,8.189400952,2.326660316,9.731166853,7.404506537,9.590150391,4.841864438,0.876210752,5.157418414,4.281207662,4.96477375,7.145574441,1.355962335,7.715195673,6.359233338,7.288789824,7.152649113,1.153762871,8.268750421,7.11498755,7.668312745,8.698817267,3.356497613,11.68356021,8.327062593,9.971252218,579.3421153,38.30024675,50.90313363,51.26083302,0.357699392,0.357699392,154.7676224,164.9477174,170.1021865,5.154469124,5.154469124,24.10335938,21.97864041,27.53866955,5.560029143,5.560029143,144.5277926,58.70564945,185.3880508,126.6824014,174.5724937,73.10395962,19.97887071,81.3682444,61.38937369,62.34010103,461.8805582,166.8289388,604.932151,438.1032122,604.7803013,22.29396744,3.927371978,22.37190056,18.44452858,18.44452858,0.199149025,1.251947871,1.251947871,0,0,175.8740309,101.6514048,269.3924265,167.7410216,263.443222,1.221232853,2.307477161,2.307477161,0,0,43.63558478,25.76063164,44.25013412,18.48950248,18.48950248,15.15057356,7.561890652,18.40896782,10.84707717,12.92947334,272.2095144,81.45354129,291.3740055,209.9204642,266.9934016,68.39192888,38.2106726,92.93476884,54.72409624,87.43358039,0.18064976,111.4042064,67.54347668,130.2412771,62.69780042,62.69780042,616.6816012,1.838715961,-0.074076078,751.5802136
109,3a-iprjohnphos,CC(C)P(c1ccccc1-c1ccccc1)C(C)C,1.107635178,0.7694863,1.674331121,0.904844821,1.526925757,0.27188731,0.01612858,-6.660465805,-6.109847962,-12.77031377,1.769240786,-0.842701454,-0.594744058,1.437445351,-0.222261788,-0.030779199,0.191482588,-0.126520494,0.041800099,0.404991502,0.01427339,-0.449722556,-0.43917974,1.953710856,1.947629513,0.204451551,0.192177967,0.037926757,0.04390993,-0.309091537,1.935863131,52.52765502,0.765817675,0.751544286,1.170809177,298.9055062,275.0680898,293.6203959,328.0280718,-54.19523439,3.949519987,19.16596596,34.69341991,12.91060367,18.10875302,11.05276838,27.2879728,16.23520443,27.2879728,0.931052194,0.089910432,0.943656935,0.853746503,0.853746503,5.45197378,2.150169467,7.033005146,4.882835679,5.675275019,3.365419992,2.383539475,4.669904114,2.28636464,3.980245166,0.823187848,1.638410728,1.685323414,0.046912685,0.06477634,-4.18860784,1.430017556,-3.892837447,-5.322855003,-4.045021506,0.062828851,-0.384098992,0.78372646,0.014050166,0.519542832,3.652995488,1.009148094,3.990759304,2.98161121,3.727367069,6.379503607,1.026987589,7.141917674,6.114930085,6.750118752,3.652876491,1.009148094,3.990759304,2.98161121,3.727367069,6.346464846,0.858365316,6.932950567,6.07458525,6.280044772,7.228554029,1.453736987,8.186709251,6.732972264,8.081770636,7.642878604,3.634201572,10.36717384,6.732972264,10.36717384,324.82016,20.62813141,28.59817097,28.59817097,0,0.097269133,54.61975024,65.95592343,65.95592343,0,0.033045175,25.14807653,24.72936965,28.18294682,3.453577169,5.654160562,108.9174564,78.98431563,124.3103297,45.3260141,56.16337325,63.78359297,9.181996962,66.65550363,57.47350667,57.47350667,265.0751134,68.79004082,321.2752464,252.4852056,317.2543352,21.78125537,5.69181313,22.21292305,16.52110992,17.94144844,0,0,0,0,0,112.5229214,18.0761758,123.1293479,105.0531721,121.2871523,0,0,0,0,0,39.6109087,26.4488369,42.96994682,16.52110992,18.03767167,12.4356034,3.861479984,13.71808545,9.856605464,11.60117443,160.1433427,55.87883858,163.6016375,107.722799,121.3201975,43.96014283,28.74843833,62.39678485,33.64834652,54.37808986,0.262777071,84.41172438,35.75843423,93.32921003,57.5707758,57.5707758,321.2236141,1.831725298,-0.061094559,381.8982267
