I1,I2,P1,P2,Energy,Backwards,Flag,Ref_L,Ref_R
e100-l2pd2oh4,,e00-lpdoh2,e00-lpdoh2,-2186.114884,True,diffusion-l2pd2oh4-lpdoh2,0.0,0.0
e00-lpdoh2,naphbpin,e01-ecrxt,,-1888.409811,True,diffusion-lpdoh2-ecrxt,6.438248087964521,0.0
e00-lpdoh2,naphbpin,e12-etrxt,,-1888.414697,True,diffusion-lpdoh2-etrxt,3.372236376719711,0.0
e01-ecrxt,,e03-ec1,,-1888.398088,True,e02-ts-ecrxt-ec1,7.356294574616561,0.8565505497621377
e03-ec1,,e05-ec2,,-1888.38751,True,e04-ts-ec1-ec2,7.494346677803849,43.77318439291377
e05-ec2,h2o,e09-ec3,bpinoh,-1964.811339,True,e07-ts-ec2-ec3,8.987191921601626,1.413779039123131
e09-ec3,,e11-ec4,,-1478.279142,True,e10-ts-ec3-ec4,33.923166825963555,12.904734105996733
e11-ec4,,naph-c,e00-lpdoh2,-1478.299707,True,diffusion-ec4-pdt,0.0,27.539512069815178
e00-lpdoh2,naphbpin,e12-etrxt,,-1888.414697,True,e12-etrxt,3.372236376719711,0.0
e12-etrxt,,e14-et1,,-1888.398252,True,e13-ts-etrxt-et1,10.31939471795821,10.368967973305194
e14-et1,,e16-et2,,-1888.393402,True,e15-ts-et1-et2,13.412389340438779,15.19326147229673
e16-et2,h2o,e20-et3,bpinoh,-1964.764234,True,e18-ts-et2-et3,13.66339316446755,16.0222016013358
e20-et3,,e22-et4,,-1478.282826,True,e21-ts-et3-et4,16.6610063337487,19.562610540200446
e22-et4,,naph-t,e00-lpdoh2,-1478.314001,True,diffusion-et4-pdt,0.0,18.569890415855618
