0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	1.000000000000000056e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+01	2.775311139491192226e-13	1.651898265678201862e-16	1.125828866272452842e-22	3.734038423040978230e-12	9.441254853345756753e-16	9.794805776454007889e-32	5.753482059448686251e-18	3.581355137740625816e-16	1.937134446973299634e-15	9.361989613714770178e-25	1.965203620400688290e-03	8.965356183265892766e-14	1.350642770257353606e-09	1.160850285317166603e-13	5.508170955024879349e-09	9.938911651053807496e-17	3.477623330337365019e-05	7.955352760569748755e-16	1.328331451030877136e-08	8.893072575434374425e-24	1.787256465386284979e-02	9.990736102927479101e-02	2.092652249873851178e-03	3.724287660608036095e-20	9.263897072245421771e-05	3.478951661788545605e-05
2.000000000000000000e+01	-1.311538805115755109e-15	-7.844088064358785740e-19	-5.346031706868915885e-25	3.665494812594484702e-12	9.267886107263358610e-16	9.614944812846756396e-32	-2.732058074375433126e-20	-1.700616879755476243e-18	-9.198472029307777883e-18	-4.445535053416652567e-27	1.929116695000966750e-03	8.783014385264289295e-14	1.323172714089207650e-09	1.137247806460187100e-13	5.396142986674778835e-09	9.736771010694976610e-17	7.084952003952958558e-05	7.793731446381453680e-16	2.706183037829859892e-08	6.671456759125726981e-27	1.783647772782029350e-02	9.990736102926267570e-02	2.092666028756074749e-03	7.308459017110536941e-20	9.263897073654650137e-05	7.087658186973208824e-05
3.000000000000000000e+01	-1.529428619042450234e-18	-9.258968525022115290e-22	-6.310166200790105085e-28	3.598341911167443221e-12	9.098037126583823990e-16	9.438735420882806787e-32	-3.224854369601429102e-23	-2.007720825533767106e-21	-1.099671963468698100e-20	-5.314608467973452248e-30	1.893762416980701059e-03	8.605016911928239327e-14	1.296357137570617832e-09	1.114207387375955358e-13	5.286784107350847511e-09	9.539447410812207295e-17	1.061904356996864514e-04	7.636079007535457529e-16	4.056043459044568355e-08	-6.969978546776624091e-30	1.780112344973558761e-02	9.990736102926274509e-02	2.092679527430733270e-03	1.082687964957996593e-19	9.263897073648022951e-05	1.062309961343704969e-04
4.000000000000000000e+01	2.369613627614982403e-19	1.408427880418402498e-22	9.600502944667953601e-29	3.532546708370554084e-12	8.931624282427666374e-16	9.266090839994358693e-32	4.905486567316310738e-24	3.053684873840925816e-22	1.645057467770250567e-21	7.950409799549151868e-31	1.859123378666941839e-03	8.431237071514913502e-14	1.270176954353656406e-09	1.091712647168713048e-13	5.180016479397105792e-09	9.346800342818545861e-17	1.408163816815952531e-04	7.482276015975436862e-16	5.378578438591530464e-08	-8.329192919170500906e-35	1.776648441135601081e-02	9.990736102926274509e-02	2.092692752850610575e-03	1.428088209716476831e-19	9.263897073648013464e-05	1.408701674657634496e-04
5.000000000000000000e+01	1.809858196784913918e-21	1.109949828979378438e-24	7.717245438050744684e-31	3.468077151500448148e-12	8.768566376425368389e-16	9.096926831139982887e-32	3.865899653124371444e-26	2.403383265268072717e-24	1.194175412913839121e-23	5.771345147447350446e-33	1.825182678301780909e-03	8.261552715108436637e-14	1.244613762473836553e-09	1.069747791770748140e-13	5.075765056199797080e-09	9.158694337289994221e-17	1.747442533708112086e-04	7.332207436521949294e-16	6.674434318257212061e-08	-9.940169330800286940e-37	1.773254371092637324e-02	9.990736102926274509e-02	2.092705711480493270e-03	1.767176730635339390e-19	9.263897073648013464e-05	1.748109977139220743e-04
6.000000000000000000e+01	1.321917806358155270e-21	7.778561391672519658e-25	5.451127358370538376e-31	3.404902111624308727e-12	8.608784553251410329e-16	8.931161586063260063e-32	2.709233238658724993e-26	1.683260059327248734e-24	7.988881464258344141e-24	3.860964348846523139e-33	1.791923901845910621e-03	8.095846041809532298e-14	1.219649815006270778e-09	1.048297588953453253e-13	4.973957462517774740e-09	8.974998747885493473e-17	2.079904586230982852e-04	7.185762435082508335e-16	7.944238766515914971e-08	3.306809875561926707e-42	1.769928493440732845e-02	9.990736102926274509e-02	2.092718409591872060e-03	2.100080557064990311e-19	9.263897073648013464e-05	2.080699010083265313e-04
7.000000000000000000e+01	1.319251232188759136e-21	7.749348974548293483e-25	5.428495074277440319e-31	3.342991351102271125e-12	8.452202218079461483e-16	8.768715641656902780e-32	2.699058732949406841e-26	1.676981480104566681e-24	7.975421130780307371e-24	3.854459042842852631e-33	1.759331105796205176e-03	7.934003413991926126e-14	1.195267992230672319e-09	1.027347344475401038e-13	4.874523880966217837e-09	8.795587546369547881e-17	2.405709349273805044e-04	7.042834196808870809e-16	9.188601436724109109e-08	4.209404260822825798e-42	1.766669213829570942e-02	9.990736102926274509e-02	2.092730853284011268e-03	2.426923740483321308e-19	9.263897073648013464e-05	2.406628209390766131e-04
8.000000000000000000e+01	1.297655764830715812e-21	7.608741270564592320e-25	5.329997156162647409e-31	3.282315492217216671e-12	8.298744956961280305e-16	8.609511797360024046e-32	2.650085786687861692e-26	1.646553653100984621e-24	7.830721922592618228e-24	3.784527206886455854e-33	1.727388800611943985e-03	7.775915181000626144e-14	1.171451775073242986e-09	1.006882879311335445e-13	4.777396943707750739e-09	8.620339127038732743e-17	2.725011659880953647e-04	6.903319752776496114e-16	1.040811460307422842e-07	6.951321621064226012e-42	1.763474983305077237e-02	9.990736102926274509e-02	2.092743048479812819e-03	2.747827439600584749e-19	9.263897073648013464e-05	2.726052471308106984e-04
9.000000000000000000e+01	1.276403360994539723e-21	7.470842242020341791e-25	5.233398356887560634e-31	3.222845987158145651e-12	8.148340460585796775e-16	8.453475036062221011e-32	2.602056258233684480e-26	1.616711939491629918e-24	7.688792183435911694e-24	3.715933825391069783e-33	1.696081934844663160e-03	7.621475511595080857e-14	1.148185219862367640e-09	9.868905080141300844e-14	4.682511629501492797e-09	8.449136120824238236e-17	3.037961975729361504e-04	6.767119815341225961e-16	1.160335376830098146e-07	-1.516540553730686689e-41	1.760344296722402696e-02	9.990736102926274509e-02	2.092755000936023357e-03	3.062910002450581401e-19	9.263897073648013464e-05	3.039122311129894096e-04
