0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	7.000000000000000666e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+02	2.709690403535098001e-05	1.862776117117301349e-10	1.368715111769968169e-17	5.212607159842954588e-05	2.618784445478696255e-07	1.110974898006753461e-27	2.338388451917309753e-11	3.626050473343632241e-05	1.712482895218741980e-11	1.052081456744494629e-08	8.763839547276302069e-05	1.523836615627548805e-16	3.515276104049913784e-15	4.043454791841427545e-15	1.562860335133078039e-08	4.806719344456377227e-05	5.996561591694935699e-07	2.960695981453676251e-09	2.035917978366513638e-16	2.733599443976617835e-16	9.467929648504475890e-22	2.878113692652672477e-09	3.681563969345359841e-04	1.379753422685253608e-03	8.156140226770107629e-15	5.715740682147053244e-09	2.866565311052131387e-17	4.831417623430014901e-13	7.342386772052914628e-10	1.628165153485826994e-02	6.678685917864285448e-02	1.833347111680429806e-03	4.687203800983277476e-15	3.493362549771476897e-03
2.000000000000000000e+02	4.182484073024914110e-06	2.829156315125021490e-11	2.078783901067632473e-18	5.586257969972257290e-05	2.567680911810273514e-07	1.089295090337562038e-27	3.445926528151168831e-12	5.326052577237117504e-06	2.504306395877031935e-12	1.473128140969833747e-09	1.127646227662197577e-05	1.961047361167565680e-17	5.118112928118552462e-16	5.133192735122539479e-16	1.990555826042380865e-09	6.149125383214874034e-06	7.364121573064896644e-07	3.619946137353749406e-09	2.851167582054433915e-17	3.327613003194466303e-16	1.320171434573433251e-22	3.534488961950297272e-09	4.050045466640734789e-04	1.511188627349100084e-03	1.374357602924548521e-15	6.232745052328596228e-09	8.881609919393524327e-18	6.735275040716191834e-14	1.749316430456662204e-11	1.602064792314008418e-02	6.649372428265529211e-02	1.995067826558249904e-03	8.567783731080900247e-15	3.899734023915075835e-03
3.000000000000000000e+02	1.875146618048094286e-06	1.263762315938325477e-11	9.285767437443170362e-19	5.669832233845927406e-05	2.541528711624396588e-07	1.078200462834208554e-27	1.463304165576526041e-12	2.248781168529045607e-06	1.056398331650097799e-12	5.008210827699739129e-10	3.742151236577500358e-06	6.509420449653877263e-18	2.156988111187333004e-16	1.500054108490161681e-16	5.799559449905590371e-10	1.793227926819205709e-06	7.571318295575416182e-07	3.718357652484252969e-09	9.695512896277527095e-18	3.414918644534963567e-16	4.485696804378318204e-23	3.633935269090749202e-09	4.087737165874341097e-04	1.523843050397969204e-03	6.340807560029888193e-16	6.279129240118094440e-09	6.724173398077129412e-18	2.287683338352039435e-14	3.516174810431791896e-12	1.596201080967581815e-02	6.643227961367666190e-02	2.043860648335917712e-03	1.239726994721788520e-14	3.972486974544002687e-03
4.000000000000000000e+02	1.647247991289329092e-06	1.107487830553951748e-11	8.137506797135314434e-19	5.724605329056671628e-05	2.518307847593612628e-07	1.068349404992171288e-27	1.265753702883313164e-12	1.942220298255066137e-06	9.118607080411337196e-13	4.077995451288145804e-10	2.992088502649908177e-06	5.205204868518773859e-18	1.860791932198431745e-16	1.136519943962541006e-16	4.388789557575625446e-10	1.357799859723331581e-06	7.654682694987476161e-07	3.757131263110304630e-09	7.895459203106651472e-18	3.448538579370809752e-16	3.650943460614751160e-23	3.673946907334088498e-09	4.092066256824136608e-04	1.524577306337735177e-03	5.678063293118836541e-16	6.278532591162539060e-09	6.526726392697216312e-18	1.861699311207494463e-14	2.713426844533510158e-12	1.592345875952715442e-02	6.639397546555372842e-02	2.081432413429184797e-03	1.619032480506806517e-14	4.011977488565038157e-03
5.000000000000000000e+02	1.626520878603305084e-06	1.091043992915513710e-11	8.016682137387368329e-19	5.776469014092146644e-05	2.496064060639295558e-07	1.058912855532931072e-27	1.245475002662139439e-12	1.910834867680017894e-06	8.966393873494588377e-13	4.042130798829242295e-10	2.914764442635849001e-06	5.070801605913730136e-18	1.828739042386307381e-16	1.098016429054389493e-16	4.241335437413163148e-10	1.312891893430816505e-06	7.725576643051644514e-07	3.789873421671892696e-09	7.826197254102576868e-18	3.476706665197700331e-16	3.616969841027561658e-23	3.707973216986981218e-09	4.093077733522636056e-04	1.524127893516602841e-03	5.704448186340422554e-16	6.273280953719331148e-09	6.529556754504065500e-18	1.844326525297274234e-14	2.645570149327748631e-12	1.588693254946940692e-02	6.635800167130349869e-02	2.117858347826848293e-03	1.994935399032629881e-14	4.048133766365041505e-03
6.000000000000000000e+02	1.626425463414650096e-06	1.088487707075142336e-11	7.997899273406163847e-19	5.827993573608985243e-05	2.474581966899335225e-07	1.049799441504936571e-27	1.242808749372355221e-12	1.906789927506833695e-06	8.942598152413973768e-13	4.096516144371707858e-10	2.904230513935203692e-06	5.052539327384934811e-18	1.822904204610179534e-16	1.091743925971033836e-16	4.219218334789015344e-10	1.306748873041497904e-06	7.795184185908127997e-07	3.821962238296177463e-09	7.931595507788961550e-18	3.504256984656924018e-16	3.663703951590624923e-23	3.741382102493846569e-09	4.093759571579694907e-04	1.523561404023870882e-03	5.800892010148954600e-16	6.267574428017076623e-09	6.552720839905717858e-18	1.868135319534169269e-14	2.645259787736944289e-12	1.585063972224855233e-02	6.632228947790926032e-02	2.154138397466699197e-03	2.367561283973341002e-14	4.083927188693868907e-03
7.000000000000000000e+02	1.628391772936291328e-06	1.087312167521599287e-11	7.989261741925144968e-19	5.879434701322314220e-05	2.453807754982117529e-07	1.040986334337698151e-27	1.241893161424950032e-12	1.905462544681551172e-06	8.931568713109294800e-13	4.159830936063435415e-10	2.900332792447968139e-06	5.045816877053131257e-18	1.819677116340355531e-16	1.088674079950874824e-16	4.209552060626760935e-10	1.304456373206076334e-06	7.864623666837855273e-07	3.853935277219029219e-09	8.054277687189622116e-18	3.531672576628380274e-16	3.718366359026959977e-23	3.774710324860333642e-09	4.094409365288618498e-04	1.522984038771619825e-03	5.904609999496632308e-16	6.261831110498605301e-09	6.577974092184166431e-18	1.895988948234318808e-14	2.651659766250066823e-12	1.581440219498475921e-02	6.628663461603155616e-02	2.190371915908892117e-03	2.737019836641116094e-14	4.119652885142128552e-03
8.000000000000000000e+02	1.630570429816995984e-06	1.086274661975174258e-11	7.981638445218316375e-19	5.930818158981107467e-05	2.433704681942812919e-07	1.032457946459870848e-27	1.241151770590505770e-12	1.904405434417071133e-06	8.921817152911897309e-13	4.223858301020990692e-10	2.897098325216360094e-06	5.040247868118343280e-18	1.816713674881260430e-16	1.085929497122015196e-16	4.201141048873599679e-10	1.302549865292167035e-06	7.933997166622435243e-07	3.885841576225957334e-09	8.178341918085931748e-18	3.558997520960305624e-16	3.773607500650477159e-23	3.808006878867834714e-09	4.095051775333187786e-04	1.522404523180423885e-03	6.009239567881071567e-16	6.256085022317607252e-09	6.603462150561388799e-18	1.924137217723436816e-14	2.658759926606912066e-12	1.577820224139036068e-02	6.625101692193828551e-02	2.226568803418346558e-03	3.103414365270780448e-14	4.155340204841188705e-03
9.000000000000000000e+02	1.632776393905982925e-06	1.085251114549610378e-11	7.974117708828637150e-19	5.982146814164353510e-05	2.414239683514736164e-07	1.024200250916937796e-27	1.240426977017391800e-12	1.903373908371733397e-06	8.912195533501380828e-13	4.287764069519392474e-10	2.893930859245873938e-06	5.034795468226283043e-18	1.813779795199470233e-16	1.083223687576840554e-16	4.192870020832486153e-10	1.300684027279081124e-06	8.003316949768903751e-07	3.917687165963905326e-09	8.302173849787137893e-18	3.586237410725038948e-16	3.828682050241745514e-23	3.841277650999547134e-09	4.095690382040322042e-04	1.521824160784758951e-03	6.114133852036416731e-16	6.250341397800616272e-09	6.628997941470533839e-18	1.952199819590713248e-14	2.665958752721799604e-12	1.574203808743699501e-02	6.621543505691035447e-02	2.262730049387215361e-03	3.466843132039093159e-14	4.190992080478793055e-03
1.000000000000000000e+03	1.634993481641728869e-06	1.084230706334507647e-11	7.966620038467897148e-19	6.033420586677542462e-05	2.395381538387002174e-07	1.016200002597129928e-27	1.239704874575687290e-12	1.902346349247849122e-06	8.902602315089238061e-13	4.351468780181827339e-10	2.890774656367043403e-06	5.029362756443615852e-18	1.810854740899179223e-16	1.080529300774063507e-16	4.184632515961162043e-10	1.298825911401806842e-06	8.072595905080790934e-07	3.949478415010154019e-09	8.425619706477949184e-18	3.613398175405159984e-16	3.883519404876189225e-23	3.874528827374873482e-09	4.096332037777787897e-04	1.521245470683898170e-03	6.219235070147810408e-16	6.244610459235079193e-09	6.654572259672187429e-18	1.980140727490440400e-14	2.673203674356283100e-12	1.570591003157669960e-02	6.617988776798881811e-02	2.298855280354398373e-03	3.827358845775962068e-14	4.226608327049031708e-03
1.100000000000000000e+03	1.637219411912667386e-06	1.083211823028387171e-11	7.959133572706197814e-19	6.084640545959283444e-05	2.377102941492436684e-07	1.008445617788672042e-27	1.238983589018020503e-12	1.901319875829591802e-06	8.893023872300282431e-13	4.414964927979593118e-10	2.887623761206499648e-06	5.023939377068615674e-18	1.807935710454492776e-16	1.077843534243586529e-16	4.176417706910277103e-10	1.296972182618678715e-06	8.141827500432658857e-07	3.981212031511771306e-09	8.548664979030389980e-18	3.640476770382643226e-16	3.938112990107668036e-23	3.907757272830291312e-09	4.096972790584429568e-04	1.520666961696104857e-03	6.324538485775240919e-16	6.238885992438857534e-09	6.680178719986951073e-18	2.007956584805136739e-14	2.680487404924670400e-12	1.566981748502479024e-02	6.614437409373155607e-02	2.334945074115257497e-03	4.185091516353243605e-14	4.262189539450684204e-03
1.200000000000000000e+03	1.639452351308727824e-06	1.082193217432592632e-11	7.951649147481202883e-19	6.135807624968820848e-05	2.359374619235161661e-07	1.000924677664864023e-27	1.238261662918369584e-12	1.900292245990719562e-06	8.883450195513464640e-13	4.478250124765706321e-10	2.884475310828607955e-06	5.018520349047605372e-18	1.805020757206250488e-16	1.075165419493153577e-16	4.168221695400655174e-10	1.295121573346198361e-06	8.211002222657933522e-07	4.012883824996632425e-09	8.671305034432812565e-18	3.667469825067912982e-16	3.992461519789914775e-23	3.940958421419665269e-09	4.097607516351783668e-04	1.520086821570488861e-03	6.430038324072393214e-16	6.233160907226504074e-09	6.705810336127878488e-18	2.035646739203064285e-14	2.687804012359476849e-12	1.563375997228162728e-02	6.610889780892546808e-02	2.370999898524615759e-03	4.540159763411351720e-14	4.297736193559937960e-03
1.300000000000000000e+03	1.641693531469671116e-06	1.081175733339891894e-11	7.944172962743088949e-19	6.186920729743135001e-05	2.342172643873759769e-07	9.936270312871170137e-28	1.237539947815124557e-12	1.899264745921384952e-06	8.873887039046800051e-13	4.541323736386580403e-10	2.881330019783646927e-06	5.013106917779404036e-18	1.802110995022581764e-16	1.072495055077993989e-16	4.160044982279491179e-10	1.293274282259141956e-06	8.280130113527989943e-07	4.044498609636084013e-09	8.793538657895854184e-18	3.694381704804452603e-16	4.046564590767134326e-23	3.974137092798670221e-09	4.098242249870216194e-04	1.519507245831186373e-03	6.535738252790759039e-16	6.227444026916856854e-09	6.731474836623584529e-18	2.063210982703736023e-14	2.695157654056936652e-12	1.559773847660617802e-02	6.607345693407824794e-02	2.407018769873352920e-03	4.892568314561940697e-14	4.333247315952991341e-03
