line,point,label_name,is_label,is_point,is_TS,vertical_alignment,vertical_offset,line_color,point_color,point_marker,structure,reference_gibbs
0,0,[LPd(OH)$_2$]$_2$,True,True,False,top,-1.5,black,black,o,00-lpdoh2,0.0
0,1,Pd-RXT,False,True,True,top,-1.5,black,black,x,diffusion,4.755895220416313
0,2,RXT,True,True,False,top,-1.5,black,black,o,01-rxt,1.289532145655319
1,2,RXT,False,False,False,top,-1.5,#C04A1B,#C04A1B,o,01-rxt,1.289532145655319
1,4,RXT-C1,True,True,True,bottom,1.5,#C04A1B,#C04A1B,o,02-ts-rxt-c1,18.101140773906888
1,6,C1,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,03-c1,8.444396151447414
1,8,C1-C2,True,True,True,top,-5.5,#C04A1B,#C04A1B,o,04-ts-c1-c2,15.519566443505596
1,10,C2,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,05-c2,-27.715842256436517
1,11,C2 // H$_2$O,False,True,True,top,-1.5,#C04A1B,#C04A1B,x,diffusion,-20.91614839759181
1,12,C2 + H$_2$O,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,06-c2-h2o,-24.382511472352807
1,13,C2-C3,True,True,True,bottom,1.5,#C04A1B,#C04A1B,o,07-ts-c2-c3,-20.035125239215684
1,14,C3 + B(OH)$_3$,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,08-c3-boh3,-21.818507409878933
1,15,C3 // B(OH)$_3$,False,True,True,top,-1.5,#C04A1B,#C04A1B,x,diffusion,-11.067385849758885
1,16,C3,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,09-c3,-14.53374892451988
1,18,C3-C4,True,True,True,bottom,1.5,#C04A1B,#C04A1B,o,10-ts-c3-c4,14.017308556256802
1,20,C4,True,True,False,top,-1.5,#C04A1B,#C04A1B,o,11-c4,-1.4514296127845183
1,21,C4-PDT,False,True,True,top,-1.5,#C04A1B,#C04A1B,x,diffusion,2.0149334619764763
1,22,PDT,True,True,False,top,-1.5,black,black,o,pdt,-24.967977891977675
2,2,RXT,False,False,False,top,-1.5,#204195,#204195,o,01-rxt,1.289532145655319
2,4,RXT-T1,True,True,True,top,-2.5,#204195,#204195,o,12-ts-rxt-t1,15.00375358501518
2,6,T1,True,True,False,bottom,1.5,#204195,#204195,o,13-t1,1.0121729203061316
2,8,T1-T2,True,True,True,bottom,1.5,#204195,#204195,o,14-ts-t1-t2,14.30219789659509
2,10,T2,True,True,False,top,-1.5,#204195,#204195,o,15-t2,0.1374245934146244
2,11,T2 // H$_2$O,False,True,True,top,-1.5,#204195,#204195,x,diffusion,7.365079972254069
2,12,T2 + H$_2$O,True,True,False,top,-1.5,#204195,#204195,o,16-t2-h2o,3.898716897493074
2,13,T2-T3,True,True,True,bottom,1.5,#204195,#204195,o,17-ts-t2-t3,13.328303058724256
2,14,T3 + B(OH)$_3$,True,True,False,top,-1.5,#204195,#204195,o,18-t3-boh3,-0.397841061750487
2,15,T3 // B(OH)$_3$,False,True,True,top,-1.5,#204195,#204195,x,diffusion,3.0685220130105075
2,16,T3,True,True,False,top,-1.5,#204195,#204195,o,19-t3,-8.043417543116474
2,18,T3-T4,True,True,True,top,-5.5,#204195,#204195,o,20-ts-t3-t4,16.540524497775436
2,20,T4,True,True,False,top,-1.5,#204195,#204195,o,21-t4,-8.369095004980714
2,21,T4-PDT,False,True,True,top,-1.5,#204195,#204195,x,diffusion,-4.902731930219719
2,22,PDT,False,False,False,top,-1.5,black,black,o,pdt,-24.967977891977675
3,2,RXT,False,False,False,top,-1.5,purple,purple,o,01-rxt,1.289532145655319
3,3,RXT-YB,True,True,True,bottom,1.5,purple,purple,o,35-ts-rxt-yb,20.755506213967095
3,4,YB,True,True,False,top,-3.5,purple,purple,o,36-yb,1.9672424712749326
3,5,YB-C1,True,True,True,bottom,1.5,purple,purple,o,37-ts-yb-c1,22.30419980841295
3,6,C1,False,False,False,top,-1.5,purple,purple,o,03-c1,8.444396151447414
