0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-02	7.000000000000000666e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+02	3.927448754223061401e-08	1.005052541594867915e-10	1.691544780682433115e-15	1.001617051767700155e-03	1.480259892983744477e-10	5.421115325850019281e-27	9.868433958696645084e-11	2.995943966126540873e-10	9.983196284044780922e-04	1.463654453319001115e-17	2.339608160245836364e-08	2.452883676855287804e-12	1.542485371771366051e-15	1.794766930926007878e-02	6.894931025589659535e-02	1.050689741650514056e-03	1.913451163700039574e-14	5.236996520089865029e-05
2.000000000000000000e+02	3.839782996472314523e-08	9.798240204925379521e-11	1.649084141588300643e-15	1.028099084187832904e-03	1.484163923355982649e-10	5.435412949788620248e-27	9.636714604243129531e-11	2.928813879963515398e-10	9.718390711439331420e-04	1.424833372402543427e-17	2.280880032711945734e-08	2.390460844006367603e-12	1.474393344996811297e-15	1.789662840046354550e-02	6.892475078068593941e-02	1.075249216923601387e-03	3.831952885372155771e-14	1.034099973249426411e-04
3.000000000000000000e+02	3.753515579860433287e-08	9.551514142318339433e-11	1.607559130049330819e-15	1.053915326623242228e-03	1.487874662613305328e-10	5.449002688951378650e-27	9.409175333472748074e-11	2.862695691236685557e-10	9.460242767640940180e-04	1.386988198212321009e-17	2.223445989662172999e-08	2.329460906505622205e-12	1.408887920840293140e-15	1.784694231130685288e-02	6.890088034826974406e-02	1.099119649400852501e-03	5.755380873087581758e-14	1.530952237917252063e-04
4.000000000000000000e+02	3.668653889541864675e-08	9.310268410171867655e-11	1.566956480679080427e-15	1.079080508922002904e-03	1.491407485052676192e-10	5.461940848205852488e-27	9.185816401505506835e-11	2.797605095034015205e-10	9.208605155279104160e-04	1.350097344111379126e-17	2.167287683485357475e-08	2.269860795468975054e-12	1.345902135701739550e-15	1.779857692721946785e-02	6.887767957374286987e-02	1.122320423987325719e-03	7.683495107168224833e-14	2.014597592418187989e-04
5.000000000000000000e+02	3.585203314653627267e-08	9.074422574584253827e-11	1.527262656120755994e-15	1.103609148365693399e-03	1.494775948553269105e-10	5.474277080202404001e-27	8.966632302247982472e-11	2.733555197730845303e-10	8.963332702820539250e-04	1.314139534817332332e-17	2.112386390402891789e-08	2.211637239126730319e-12	1.285368280669645616e-15	1.775149889131820077e-02	6.885512961731705961e-02	1.144870380471362621e-03	9.616074257757584249e-14	2.485369606155400147e-04
6.000000000000000000e+02	3.503167350489171365e-08	8.843894800642747181e-11	1.488463883221652148e-15	1.127515545701007760e-03	1.497992069022745852e-10	5.486055390471305095e-27	8.751612183404074637e-11	2.670556684009702314e-10	8.724282404244232793e-04	1.279093812223464610e-17	2.058723060502291700e-08	2.154766804835160160e-12	1.227218148725374907e-15	1.770567559333477078e-02	6.883321216928038611e-02	1.166787828564906865e-03	1.155291351879541497e-13	2.943594382257345684e-04
7.000000000000000000e+02	3.422547727544389152e-08	8.618602133266582998e-11	1.450546200300181658e-15	1.150813781770517559e-03	1.501066546017539462e-10	5.497314963705721340e-27	8.540740312174450625e-11	2.608617996447181429e-10	8.491313452979665829e-04	1.244939540379031221e-17	2.006278383113135226e-08	2.099225960094849003e-12	1.171383294905710723e-15	1.766107515827928381e-02	6.881190943529208459e-02	1.188090562608728421e-03	1.349382276287725285e-13	3.389590670691565487e-04
8.000000000000000000e+02	3.343344482233457982e-08	8.398460622641041016e-11	1.413495478256954853e-15	1.173517714654309261e-03	1.504008949400732447e-10	5.508090847353771354e-27	8.333996389801788307e-11	2.547745469501096973e-10	8.264287270168945310e-04	1.211656409637889598e-17	1.955032816006194830e-08	2.044991096654003917e-12	1.117795232874742664e-15	1.761766643499943635e-02	6.879120412208407365e-02	1.208795875870954462e-03	1.543862496200548185e-13	3.823669982987666009e-04
9.000000000000000000e+02	3.265556059685642940e-08	8.183385525532841085e-11	1.377297454456977716e-15	1.195640977340582363e-03	1.506827874676930138e-10	5.518414520497160364e-27	8.131355926433133657e-11	2.487943478955855378e-10	8.043067528135184122e-04	1.179224440104899832e-17	1.904966632256573164e-08	1.992038571835350407e-12	1.066385637911297241e-15	1.757541898455656712e-02	6.877107942350829672e-02	1.228920574499707237e-03	1.738715482894234173e-13	4.246136708295177573e-04
