I1,I2,P1,P2,Energy,Backwards,Flag,Ref_L,Ref_R
99-l2pd2oh4,,00-lpdoh2,00-lpdoh2,-3371.725728,True,diffusion-l2pd2oh4-lpdoh2,0.0,0.0
00-lpdoh2,naphboh2,01-rxt,,-2247.010375,True,diffusion-lpdoh2-rxt,1.7978148902980668,0.0
01-rxt,,03-c1,,-2246.984614,True,02-ts-rxt-c1,16.16527378099225,11.004007648080863
03-c1,,05-c2,,-2246.992776,True,04-ts-c1-c2,5.882274617435459,39.016034416768605
05-c2,h2o,09-c3,boh3,-2323.407222,True,07-ts-c2-c3,10.117964149276423,3.783882648189674
09-c3,,11-c4,,-2071.089613,True,10-ts-c3-c4,32.14856978954938,13.82968319786521
11-c4,,naphh-c,00-lpdoh2,-2071.111652,True,diffusion-c4-pdt,0.0,23.446267208286038
01-rxt,,13-t1,,-2246.99131,True,12-ts-rxt-t1,11.963469765746161,12.06010623820555
13-t1,,15-t2,,-2246.992315,True,14-ts-t1-t2,11.429459130126379,17.973128824228638
15-t2,h2o,19-t3,boh3,-2323.354782,True,17-ts-t2-t3,21.692377987806527,21.1677799953524
19-t3,,21-t4,,-2071.082002,True,20-ts-t3-t4,21.401841061226413,26.730024737165444
21-t4,,naphh-t,00-lpdoh2,-2071.124599,True,diffusion-t4-pdt,0.0,15.32190093189032
