0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000042e-02	7.000000000000000666e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-03	0.000000000000000000e+00	2.000000000000000042e-03
1.000000000000000000e+03	7.116524847434971530e-08	4.571871962129989660e-12	3.070335850913889920e-19	6.130435542437448647e-06	6.210202366697251272e-11	5.910661048508286107e-28	4.092436784510579729e-11	4.517069113865335635e-07	7.050709045261350414e-08	1.518995614466533719e-17	9.620614950865210993e-04	5.064493376922825349e-15	1.781282629956609798e-02	6.878146998260256662e-02	2.180591512483866061e-03	1.376460238906198840e-14	1.218459448191088921e-03	1.059039659029353417e-06	1.029096525553196409e-03	6.915313232328112341e-05
2.000000000000000000e+03	3.628134150121522801e-08	2.294298568275957462e-12	1.540783999033483208e-19	7.142432919001482401e-06	6.391885876774028998e-11	6.083581284940043777e-28	2.054989532441169327e-11	2.273435946049197069e-07	3.600397654230213906e-08	7.759547034531137715e-18	9.783560858570485713e-04	1.316336660922952880e-15	1.753368930752483706e-02	6.851941519273944958e-02	2.458940893117439550e-03	2.856174710942643781e-14	1.480548739336422530e-03	1.024453442245525401e-06	1.012152874817917863e-03	3.584571257875478450e-05
3.000000000000000000e+03	2.430858597841805036e-08	1.523080725558736293e-12	1.022856593415895205e-19	7.733884690834588258e-06	6.482753166354323337e-11	6.170065705772407631e-28	1.364553246746099969e-11	1.510981405673563256e-07	2.402678758848398735e-08	5.179432213348788570e-18	9.839525948397865457e-04	5.909073529650180763e-16	1.737280420225050664e-02	6.836464179509010863e-02	2.619310799749544061e-03	4.365641488595916458e-14	1.635334113250975878e-03	1.012216266083111245e-06	1.006089591479275005e-03	2.416145260235040530e-05
4.000000000000000000e+03	1.823022985863518303e-08	1.134819264462304637e-12	7.621115224134319328e-20	8.151196664882328553e-06	6.540900556405854162e-11	6.225408429762080376e-28	1.016846675850481330e-11	1.126544374931018262e-07	1.794191012070813138e-08	3.868373310890086839e-18	9.867614611549894738e-04	3.323411929470322646e-16	1.726001817892137621e-02	6.825504350248183527e-02	2.731717958673007124e-03	5.892066039009729412e-14	1.744938490139965855e-03	1.005862048957425427e-06	1.002926741583630562e-03	1.817703042939325701e-05
5.000000000000000000e+03	1.454614358157751925e-08	9.009487084763970825e-13	6.050508794966703968e-20	8.472572467149860629e-06	6.582609192976724763e-11	6.265105302592222826e-28	8.073643895224633966e-12	8.947703761969723488e-08	1.425988656042693525e-08	3.074917122531416590e-18	9.884385145633588395e-04	2.115903558368831461e-16	1.717350272108917122e-02	6.817050329413176790e-02	2.817935220431492215e-03	7.430003950880311219e-14	1.829482380081175630e-03	1.001934366346868708e-06	1.000966715893171185e-03	1.453209513864140479e-05
6.000000000000000000e+03	1.207177036208310458e-08	7.446479208991817104e-13	5.000838302183581861e-20	8.733071631089576680e-06	6.614589024083878400e-11	6.295542626482007635e-28	6.673447073514743826e-12	7.397772517618889884e-08	1.179260442875273993e-08	2.543165066684303407e-18	9.895463787875152448e-04	1.457270663444544716e-16	1.710356784827536669e-02	6.810192128383724119e-02	2.887625094950194409e-03	8.976488030666544164e-14	1.898066857322591510e-03	9.992484811082077177e-07	9.996241700745247313e-04	1.207630942503548612e-05
7.000000000000000000e+03	1.029412589355487319e-08	6.328214808984563887e-13	4.249844553829776924e-20	8.951473710410378466e-06	6.640208994162735318e-11	6.319926849124855893e-28	5.671571697534943621e-12	6.288372064655954434e-08	1.002445428448757114e-08	2.162050638036476763e-18	9.903285949030974419e-04	1.059690666243580296e-16	1.704505541217737549e-02	6.804439837081596720e-02	2.945930224087046044e-03	1.052967334177567711e-13	1.955591538222273187e-03	9.972860728485023878e-07	9.986421144915699766e-04	1.030812312331778024e-05
8.000000000000000000e+03	8.954658973437010650e-09	5.488589605037302045e-13	3.685976761145513440e-20	9.139020931085623903e-06	6.661382253128703030e-11	6.340078842089573093e-28	4.919279228789773994e-12	5.455115510499550060e-08	8.695441020929586302e-09	1.875563193872870623e-18	9.909075796650746934e-04	8.018591928293981895e-17	1.699489113206069033e-02	6.799499228928011785e-02	2.995915290384879807e-03	1.208831287366481362e-13	2.004998948544075340e-03	9.957836181847253215e-07	9.978895821604440511e-04	8.973597011766151679e-06
9.000000000000000000e+03	7.908857186755565218e-09	4.835092583614642421e-13	3.247107226123536164e-20	9.302980884410673996e-06	6.679291476948419440e-11	6.357124236476498159e-28	4.333720116808826927e-12	4.806395104094001440e-08	7.660291573302038404e-09	1.652403937383064534e-18	9.913515174455821664e-04	6.255001557347450020e-17	1.695109425980206863e-02	6.795179682690044576e-02	3.039554690545062405e-03	1.365151339328437416e-13	2.048195445878474383e-03	9.945925927108878527e-07	9.972926314353409635e-04	7.930327511721202462e-06
1.000000000000000000e+04	7.069531637697790458e-09	4.312081772026205579e-13	2.895868423069444387e-20	9.448324632295764653e-06	6.694714768620975235e-11	6.371803604479679933e-28	3.865058570273683928e-12	4.287087189772357686e-08	6.831424758840773868e-09	1.473702245228674158e-18	9.917013497283599845e-04	4.997827517376452701e-17	1.691231354476110949e-02	6.791350609429015750e-02	3.078195255438128698e-03	1.521860710299812457e-13	2.086487007185673648e-03	9.936227175188958068e-07	9.968062587684220922e-04	7.092182234088062813e-06
1.100000000000000000e+04	6.380948752264610815e-09	3.884086548115677910e-13	2.608439316880981413e-20	9.578602539354082716e-06	6.708189131464337702e-11	6.384628047747862915e-28	3.481522800375896531e-12	3.862038708430798711e-08	6.152911261590983714e-09	1.327406527098972991e-18	9.919831136854318290e-04	4.071636163595344048e-17	1.687758601007397288e-02	6.787918635055607830e-02	3.112796763129268684e-03	1.678907804023849124e-13	2.120807429282792200e-03	9.928158479977252324e-07	9.964014492319609329e-04	6.403993918707617436e-06
1.200000000000000000e+04	5.805805823019171004e-09	3.527425203695075675e-13	2.368915963176940355e-20	9.696439209772736578e-06	6.720099518743292018e-11	6.395963951816440709e-28	3.161899181672313890e-12	3.507772652511247416e-08	5.587359143645425825e-09	1.205459106996242965e-18	9.922141425370903638e-04	3.370738302007194063e-17	1.684620107443519227e-02	6.784814673742352309e-02	3.144067405113494355e-03	1.836251694935176692e-13	2.151847607832638957e-03	9.921327942856342813e-07	9.960586299432867396e-04	5.828779197354717729e-06
